class_id,class_name,intro_session,0:house finch,1:robin,2:triceratops,3:green mamba,4:harvestman,5:toucan,6:goose,7:jellyfish,8:nematode,9:king crab,10:dugong,11:Walker hound,12:Ibizan hound,13:Saluki,14:golden retriever,15:Gordon setter,16:komondor,17:boxer,18:Tibetan mastiff,19:French bulldog,20:malamute,21:dalmatian,22:Newfoundland,23:miniature poodle,24:white wolf,25:African hunting dog,26:Arctic fox,27:lion,28:meerkat,29:ladybug,30:rhinoceros beetle,31:ant,32:black-footed ferret,33:three-toed sloth,34:rock beauty,35:aircraft carrier,36:ashcan,37:barrel,38:beer bottle,39:bookshop,40:cannon,41:carousel,42:carton,43:catamaran,44:chime,45:clog,46:cocktail shaker,47:combination lock,48:crate,49:cuirass,50:dishrag,51:dome,52:electric guitar,53:file,54:fire screen,55:frying pan,56:garbage truck,57:hair slide,58:holster,59:horizontal bar,60:hourglass,61:iPod,62:lipstick,63:miniskirt,64:missile,65:mixing bowl,66:oboe,67:organ,68:parallel bars,69:pencil box,70:photocopier,71:poncho,72:prayer rug,73:reel,74:school bus,75:scoreboard,76:slot,77:snorkel,78:solar dish,79:spider web,80:stage,81:tank,82:theater curtain,83:tile roof,84:tobacco shop,85:unicycle,86:upright,87:vase,88:wok,89:worm fence,90:yawl,91:street sign,92:consomme,93:trifle,94:hotdog,95:orange,96:cliff,97:coral reef,98:bolete,99:ear
73,reel,3,0.653107,0.651992,0.696021,0.692639,0.668377,0.683520,0.700139,0.730860,0.702771,0.748429,0.706082,0.714175,0.719507,0.704618,0.721997,0.707305,0.699860,0.718296,0.678116,0.709643,0.719277,0.719000,0.700452,0.699461,0.673524,0.674905,0.675163,0.679298,0.674314,0.669694,0.687439,0.687671,0.698047,0.682978,0.728693,0.617311,0.769582,0.778307,0.738241,0.641447,0.743866,0.721647,0.742235,0.742379,0.814159,0.773430,0.800889,0.800788,0.785264,0.727991,0.681038,0.665506,0.739523,0.753443,0.765058,0.787751,0.707639,0.779702,0.795594,0.714448,0.732111,0.682577,0.692458,0.714672,0.643427,0.748028,0.626195,0.671026,0.704846,0.682729,0.649109,0.749654,0.678347,1.000000,0.682154,0.691950,0.689576,0.728455,0.729071,0.718219,0.655352,0.611015,0.600026,0.673989,0.663308,0.742656,0.671041,0.694250,0.763897,0.750929,0.646329,0.674976,0.664289,0.656161,0.661224,0.695097,0.689346,0.689755,0.662944,0.704224
74,school bus,3,0.555375,0.571681,0.644206,0.595361,0.601934,0.590564,0.644864,0.637249,0.617887,0.627191,0.609924,0.644683,0.635728,0.629918,0.651665,0.613798,0.632824,0.652472,0.602071,0.632702,0.627259,0.645335,0.625488,0.619801,0.608219,0.603407,0.581714,0.646727,0.620939,0.615290,0.607227,0.619267,0.574561,0.619902,0.570165,0.609000,0.756667,0.718202,0.653875,0.645127,0.696349,0.730363,0.658046,0.640211,0.702955,0.673693,0.661161,0.728987,0.727651,0.642386,0.566459,0.679399,0.620545,0.699026,0.663310,0.667026,0.793905,0.622839,0.668840,0.669092,0.651377,0.583795,0.580381,0.611666,0.676878,0.641252,0.598167,0.657421,0.622050,0.569250,0.621996,0.670304,0.621196,0.682154,1.000000,0.699241,0.647407,0.592562,0.683071,0.682740,0.610501,0.622346,0.614455,0.659559,0.631040,0.663243,0.621003,0.585392,0.644313,0.715039,0.565949,0.727327,0.553269,0.547814,0.604026,0.649017,0.643127,0.595205,0.579974,0.696952
75,scoreboard,4,0.560952,0.569662,0.675879,0.622811,0.573131,0.612026,0.630776,0.631920,0.601187,0.630273,0.598148,0.655316,0.657785,0.651640,0.657547,0.641586,0.646407,0.671003,0.614821,0.663691,0.645552,0.664630,0.640974,0.652023,0.601227,0.604262,0.586526,0.643103,0.625289,0.582550,0.598450,0.609618,0.599022,0.636267,0.566835,0.640615,0.774363,0.749349,0.722968,0.716651,0.732202,0.744325,0.686145,0.662802,0.775864,0.706488,0.703858,0.725559,0.768813,0.695049,0.617457,0.746453,0.671719,0.722210,0.735348,0.696140,0.699533,0.663682,0.698212,0.720968,0.704783,0.618015,0.614437,0.636626,0.679820,0.677204,0.603517,0.703521,0.676321,0.597742,0.638004,0.692701,0.639943,0.691950,0.699241,1.000000,0.744027,0.620068,0.727240,0.687336,0.706699,0.624334,0.699709,0.671265,0.706601,0.693398,0.660859,0.628070,0.669818,0.764589,0.587135,0.766796,0.585146,0.610399,0.633105,0.652111,0.665334,0.609107,0.555161,0.665864
76,slot,4,0.524137,0.521218,0.619882,0.565689,0.540519,0.577285,0.594706,0.617895,0.564066,0.628633,0.587675,0.629409,0.642717,0.637253,0.635548,0.617731,0.626835,0.648606,0.598330,0.650649,0.623322,0.641431,0.615556,0.643948,0.570758,0.557112,0.566867,0.577975,0.603360,0.553139,0.555304,0.563205,0.605173,0.593069,0.567868,0.563848,0.731750,0.706725,0.709044,0.670029,0.664084,0.798077,0.663279,0.667653,0.719609,0.695317,0.710415,0.717236,0.711316,0.652823,0.589750,0.653078,0.664858,0.705914,0.702471,0.679082,0.670384,0.665849,0.672469,0.656769,0.674476,0.636721,0.627632,0.668676,0.611868,0.641013,0.567990,0.640550,0.650023,0.602855,0.642794,0.665996,0.609919,0.689576,0.647407,0.744027,1.000000,0.614741,0.664889,0.614692,0.671265,0.519102,0.673635,0.597981,0.709104,0.684497,0.686374,0.600916,0.666525,0.662163,0.589167,0.691821,0.585587,0.578627,0.647291,0.599795,0.611739,0.576163,0.513589,0.613423
77,snorkel,4,0.590143,0.596657,0.679759,0.669730,0.645206,0.700354,0.707144,0.798562,0.661432,0.747985,0.827357,0.675689,0.697753,0.688972,0.712343,0.691494,0.682738,0.701637,0.668104,0.695014,0.711502,0.706421,0.701784,0.691965,0.685817,0.692169,0.682831,0.703018,0.693075,0.666842,0.664037,0.667335,0.654509,0.734530,0.788265,0.627404,0.700267,0.693021,0.653229,0.613715,0.664411,0.689797,0.617298,0.787248,0.692548,0.689602,0.648559,0.644700,0.673740,0.643654,0.581564,0.668542,0.609742,0.607723,0.637092,0.662601,0.626371,0.643128,0.629344,0.721862,0.623507,0.548487,0.605117,0.635360,0.602824,0.619570,0.588171,0.626010,0.663082,0.570872,0.518578,0.725603,0.629111,0.728455,0.592562,0.620068,0.614741,1.000000,0.632919,0.683249,0.640436,0.564076,0.533891,0.645351,0.595632,0.727600,0.559140,0.602669,0.642555,0.645388,0.661853,0.649102,0.629036,0.596824,0.587465,0.660014,0.760737,0.828008,0.637360,0.646902
78,solar dish,4,0.610998,0.606538,0.692215,0.654602,0.657986,0.635879,0.663853,0.711146,0.719411,0.663480,0.648447,0.647442,0.661117,0.650425,0.644782,0.629255,0.660408,0.643599,0.617581,0.635121,0.640729,0.653001,0.628855,0.624348,0.629722,0.634343,0.618823,0.631162,0.647337,0.651398,0.650809,0.685440,0.609528,0.658327,0.637711,0.646586,0.807650,0.791566,0.689249,0.659668,0.740449,0.688527,0.765969,0.711962,0.836044,0.722518,0.773557,0.797877,0.814875,0.718077,0.699415,0.768467,0.687867,0.791868,0.824995,0.761319,0.761461,0.737469,0.727306,0.684019,0.753841,0.633784,0.620348,0.658515,0.747957,0.732329,0.608713,0.743078,0.695084,0.644726,0.719336,0.708513,0.720326,0.729071,0.683071,0.727240,0.664889,0.632919,1.000000,0.724482,0.613451,0.621742,0.650642,0.795463,0.658679,0.679898,0.700239,0.705333,0.735138,0.756241,0.609306,0.707288,0.615307,0.640132,0.595162,0.697568,0.681437,0.697044,0.618336,0.732601
79,spider web,4,0.741944,0.736671,0.715162,0.775682,0.847986,0.723181,0.765749,0.805166,0.744619,0.766307,0.694904,0.686983,0.702301,0.698603,0.706727,0.693205,0.730179,0.692118,0.659939,0.687882,0.691466,0.714836,0.698082,0.687576,0.707023,0.706323,0.714541,0.719569,0.743460,0.825639,0.762544,0.831181,0.687212,0.770971,0.667607,0.606707,0.794310,0.782938,0.705176,0.681696,0.718141,0.718529,0.685020,0.680061,0.799421,0.727157,0.708970,0.757828,0.775425,0.709333,0.677773,0.750758,0.675381,0.702733,0.755551,0.724443,0.685471,0.715906,0.676705,0.685544,0.723285,0.600582,0.631198,0.661717,0.651056,0.719538,0.600319,0.686955,0.658761,0.630121,0.587058,0.745170,0.697792,0.718219,0.682740,0.687336,0.614692,0.683249,0.724482,1.000000,0.642643,0.589663,0.632984,0.759116,0.653883,0.665072,0.641617,0.701484,0.696506,0.783768,0.634611,0.732448,0.650316,0.653474,0.613329,0.772168,0.728305,0.708059,0.737338,0.769353
80,stage,5,0.557920,0.563643,0.647111,0.582772,0.551728,0.590896,0.623736,0.629840,0.581298,0.609515,0.594256,0.648108,0.660763,0.660015,0.653120,0.649481,0.660729,0.667603,0.620540,0.664275,0.646869,0.665157,0.648804,0.658831,0.605241,0.591884,0.587248,0.631911,0.625050,0.597390,0.572554,0.583236,0.603016,0.624289,0.559398,0.573596,0.708621,0.707805,0.712332,0.717164,0.668837,0.743881,0.635372,0.650599,0.735956,0.704000,0.683179,0.644879,0.705335,0.667433,0.595774,0.708458,0.785767,0.654278,0.675377,0.656604,0.619701,0.659584,0.630686,0.716639,0.662251,0.620179,0.632814,0.670172,0.603954,0.630220,0.754904,0.705749,0.654936,0.585590,0.550422,0.712861,0.625559,0.655352,0.610501,0.706699,0.671265,0.640436,0.613451,0.642643,1.000000,0.553305,0.726164,0.605761,0.664412,0.724838,0.685472,0.624426,0.634053,0.695648,0.591088,0.683529,0.594754,0.598122,0.615473,0.602617,0.632053,0.576674,0.549696,0.623891
81,tank,5,0.531350,0.524188,0.668977,0.626248,0.607558,0.579784,0.615704,0.574586,0.584655,0.572167,0.599685,0.577389,0.593809,0.598636,0.554777,0.578418,0.569284,0.579498,0.583785,0.559983,0.595961,0.588927,0.583289,0.530008,0.601313,0.653390,0.585016,0.647449,0.587983,0.586137,0.640471,0.635856,0.563680,0.573820,0.556354,0.757396,0.639448,0.674437,0.576213,0.526296,0.818766,0.612442,0.606557,0.641607,0.646693,0.584603,0.592931,0.627361,0.651146,0.698297,0.452536,0.650720,0.573704,0.580803,0.598165,0.578850,0.692204,0.543397,0.652403,0.594914,0.562730,0.476779,0.482408,0.507334,0.738223,0.544706,0.527810,0.620637,0.579269,0.460171,0.570540,0.558080,0.592712,0.611015,0.622346,0.624334,0.519102,0.564076,0.621742,0.589663,0.553305,1.000000,0.498775,0.610007,0.575576,0.573706,0.556133,0.491794,0.547059,0.682129,0.575560,0.598914,0.512503,0.486252,0.484918,0.541845,0.614332,0.555895,0.542887,0.580954
82,theater curtain,5,0.521185,0.524386,0.638927,0.565114,0.529419,0.550961,0.569787,0.621123,0.568678,0.567464,0.544680,0.596203,0.610602,0.601448,0.613109,0.590300,0.610337,0.612048,0.570548,0.622690,0.589414,0.619015,0.589297,0.612862,0.558426,0.526049,0.545625,0.578465,0.591317,0.567921,0.533048,0.553317,0.564143,0.565291,0.522051,0.551075,0.712347,0.706089,0.647057,0.718264,0.650594,0.739975,0.665494,0.593425,0.741415,0.677629,0.683963,0.672142,0.726966,0.688569,0.604285,0.769338,0.688428,0.704292,0.748348,0.647829,0.614133,0.667358,0.648725,0.649349,0.692543,0.577741,0.638393,0.648329,0.613435,0.648744,0.647561,0.757230,0.617633,0.582763,0.577874,0.669990,0.635784,0.600026,0.614455,0.699709,0.673635,0.533891,0.650642,0.632984,0.726164,0.498775,1.000000,0.680470,0.653218,0.623501,0.708355,0.644681,0.632871,0.706484,0.543451,0.712185,0.541800,0.564162,0.581992,0.612846,0.628602,0.580379,0.523333,0.610327
83,tile roof,5,0.660200,0.655885,0.704476,0.675237,0.681502,0.659237,0.687473,0.700277,0.715869,0.669614,0.642156,0.641104,0.660179,0.645417,0.640635,0.638843,0.658423,0.644510,0.618133,0.633175,0.618141,0.646131,0.632777,0.622906,0.621973,0.646603,0.619130,0.643747,0.659550,0.698882,0.667660,0.722350,0.593652,0.670623,0.658093,0.614720,0.782011,0.830306,0.694951,0.705765,0.750243,0.704396,0.735647,0.693717,0.827380,0.748009,0.729528,0.760823,0.819889,0.731166,0.680388,0.857527,0.642819,0.748451,0.818667,0.729691,0.707505,0.709436,0.711994,0.669289,0.727151,0.541350,0.589487,0.635937,0.718456,0.732714,0.600854,0.796751,0.650584,0.640086,0.645512,0.684960,0.778700,0.673989,0.659559,0.671265,0.597981,0.645351,0.795463,0.759116,0.605761,0.610007,0.680470,1.000000,0.721765,0.623103,0.671763,0.722258,0.713525,0.787095,0.642905,0.746344,0.657818,0.610340,0.593486,0.733790,0.739014,0.740622,0.693377,0.731045
84,tobacco shop,5,0.544293,0.548400,0.663906,0.608696,0.582629,0.618804,0.603348,0.636251,0.626765,0.639885,0.590069,0.634655,0.655141,0.641019,0.640408,0.633142,0.631772,0.642302,0.606948,0.639024,0.604801,0.650997,0.622485,0.621688,0.579685,0.598695,0.570607,0.605976,0.588303,0.611008,0.601116,0.619519,0.577349,0.608710,0.601260,0.596369,0.743616,0.771706,0.754507,0.808369,0.698452,0.731107,0.731248,0.639929,0.751357,0.726270,0.748696,0.735766,0.778187,0.676553,0.590859,0.735329,0.635427,0.741763,0.735139,0.695901,0.663627,0.683284,0.683906,0.636774,0.707495,0.616235,0.645782,0.642582,0.680356,0.678420,0.594074,0.712745,0.612910,0.616857,0.656095,0.660753,0.692937,0.663308,0.631040,0.706601,0.709104,0.595632,0.658679,0.653883,0.664412,0.575576,0.653218,0.721765,1.000000,0.612185,0.665192,0.655307,0.693947,0.699327,0.616200,0.754299,0.656744,0.608913,0.642644,0.679516,0.639776,0.644841,0.604702,0.657953
85,unicycle,6,0.572950,0.568417,0.674303,0.625234,0.602062,0.634818,0.653095,0.671011,0.590032,0.669769,0.642076,0.665218,0.687135,0.694743,0.684326,0.680596,0.698432,0.698280,0.658625,0.700463,0.706444,0.704510,0.677833,0.694185,0.646668,0.630689,0.637883,0.649909,0.689818,0.631540,0.634293,0.627927,0.666901,0.692327,0.596729,0.592487,0.768554,0.718141,0.715248,0.667259,0.708638,0.755757,0.687696,0.702697,0.747755,0.752529,0.701023,0.693529,0.731159,0.703404,0.618365,0.681350,0.707371,0.689043,0.680205,0.704828,0.719744,0.697053,0.705401,0.800177,0.667911,0.646575,0.676557,0.719952,0.615295,0.665172,0.597045,0.639435,0.776896,0.595538,0.561982,0.759044,0.633703,0.742656,0.663243,0.693398,0.684497,0.727600,0.679898,0.665072,0.724838,0.573706,0.623501,0.623103,0.612185,1.000000,0.623399,0.634629,0.697037,0.696222,0.610422,0.704424,0.593340,0.609358,0.597862,0.648247,0.727470,0.609766,0.612013,0.657034
86,upright,6,0.588546,0.586023,0.663111,0.604479,0.580231,0.600118,0.623355,0.621859,0.615831,0.613583,0.574332,0.644247,0.658854,0.645730,0.651275,0.649187,0.661242,0.647635,0.644837,0.649905,0.641589,0.660523,0.654249,0.667528,0.603366,0.582809,0.598315,0.577112,0.599706,0.613184,0.607078,0.596924,0.612018,0.608560,0.573652,0.537702,0.735304,0.739710,0.670458,0.683398,0.706417,0.730402,0.719652,0.656003,0.802116,0.761655,0.735888,0.721611,0.789110,0.699842,0.688310,0.684734,0.792733,0.822418,0.814361,0.709978,0.650555,0.741979,0.724415,0.643973,0.702354,0.655531,0.646233,0.655677,0.593729,0.724399,0.724165,0.766878,0.646342,0.673650,0.699751,0.703174,0.732453,0.671041,0.621003,0.660859,0.686374,0.559140,0.700239,0.641617,0.685472,0.556133,0.708355,0.671763,0.665192,0.623399,1.000000,0.721798,0.696301,0.708878,0.636672,0.631201,0.594930,0.618888,0.602161,0.637049,0.604270,0.572602,0.567431,0.637887
87,vase,6,0.633657,0.619438,0.650943,0.647147,0.617971,0.636064,0.668392,0.698754,0.637971,0.651215,0.606983,0.661263,0.683841,0.671572,0.670470,0.660502,0.692504,0.662958,0.647033,0.673031,0.659466,0.693594,0.666753,0.684429,0.627749,0.606225,0.641378,0.604678,0.650407,0.681336,0.626687,0.645269,0.647252,0.633024,0.634495,0.504388,0.769379,0.767425,0.718310,0.699388,0.648157,0.697212,0.783226,0.648334,0.815389,0.803360,0.824430,0.722834,0.800293,0.705940,0.789832,0.701872,0.676800,0.801987,0.830759,0.759909,0.638386,0.825728,0.705429,0.636780,0.749343,0.629585,0.693726,0.714328,0.581069,0.857198,0.608140,0.690990,0.651748,0.784309,0.641081,0.774934,0.731816,0.694250,0.585392,0.628070,0.600916,0.602669,0.705333,0.701484,0.624426,0.491794,0.644681,0.722258,0.655307,0.634629,0.721798,1.000000,0.758025,0.703438,0.627829,0.638776,0.667075,0.733549,0.588564,0.734009,0.645156,0.654838,0.644886,0.692810
88,wok,6,0.601458,0.595448,0.686015,0.671135,0.641711,0.664291,0.652647,0.720997,0.681787,0.753473,0.638075,0.668712,0.682946,0.665007,0.703850,0.668713,0.702731,0.696448,0.666071,0.710719,0.684762,0.703778,0.686543,0.705558,0.632507,0.629651,0.641088,0.639845,0.669087,0.648039,0.657563,0.670326,0.669497,0.689296,0.637881,0.571923,0.810818,0.799121,0.774316,0.690917,0.700590,0.709647,0.794998,0.625283,0.819831,0.779418,0.816745,0.783193,0.800655,0.727037,0.710647,0.696810,0.728104,0.796249,0.791504,0.933539,0.701747,0.765423,0.748834,0.685178,0.730543,0.679691,0.687887,0.714840,0.657547,0.846693,0.628354,0.685753,0.705106,0.722973,0.678186,0.733555,0.702630,0.763897,0.644313,0.669818,0.666525,0.642555,0.735138,0.696506,0.634053,0.547059,0.632871,0.713525,0.693947,0.697037,0.696301,0.758025,1.000000,0.694432,0.548268,0.708265,0.790165,0.727385,0.755931,0.776799,0.655238,0.654210,0.675453,0.726856
89,worm fence,6,0.679765,0.690788,0.753436,0.707091,0.689992,0.665254,0.729130,0.695373,0.717288,0.683615,0.662567,0.714034,0.720509,0.710115,0.700224,0.697548,0.723711,0.704637,0.663833,0.682745,0.701690,0.714587,0.696870,0.686272,0.710498,0.695886,0.697230,0.694532,0.689634,0.704119,0.694702,0.725475,0.663080,0.705020,0.633981,0.669591,0.805626,0.836464,0.718521,0.719063,0.823270,0.760931,0.721273,0.701232,0.831260,0.742918,0.731014,0.765791,0.846976,0.756823,0.690442,0.774491,0.691181,0.767808,0.813516,0.738106,0.733813,0.721712,0.746429,0.685956,0.744316,0.582154,0.613116,0.669070,0.712262,0.729094,0.638793,0.726599,0.662779,0.632037,0.621236,0.724324,0.714649,0.750929,0.715039,0.764589,0.662163,0.645388,0.756241,0.783768,0.695648,0.682129,0.706484,0.787095,0.699327,0.696222,0.708878,0.703438,0.694432,1.000000,0.683276,0.767069,0.614405,0.618025,0.638445,0.705472,0.761386,0.689735,0.685033,0.751148
90,yawl,7,0.583360,0.577460,0.606015,0.560039,0.558617,0.590594,0.635894,0.618056,0.575062,0.642169,0.638290,0.599702,0.642568,0.651065,0.593836,0.622812,0.639425,0.594432,0.583619,0.577983,0.592940,0.600395,0.614482,0.583211,0.575282,0.573905,0.569513,0.563266,0.558411,0.580070,0.548677,0.565582,0.536980,0.575191,0.635379,0.684778,0.621265,0.693232,0.609506,0.610984,0.688483,0.656013,0.597682,0.883770,0.698077,0.645614,0.648768,0.617740,0.690782,0.642895,0.571080,0.646871,0.594265,0.634953,0.679347,0.601601,0.597883,0.612088,0.600698,0.596492,0.638810,0.474567,0.506611,0.565807,0.586146,0.636552,0.594960,0.629322,0.564798,0.552167,0.538301,0.634225,0.620141,0.646329,0.565949,0.587135,0.589167,0.661853,0.609306,0.634611,0.591088,0.575560,0.543451,0.642905,0.616200,0.610422,0.636672,0.627829,0.548268,0.683276,1.000000,0.581536,0.543710,0.536281,0.498534,0.582035,0.710089,0.658999,0.545475,0.585480
91,street sign,7,0.587976,0.594467,0.688865,0.633379,0.621154,0.643511,0.671284,0.698900,0.646627,0.672285,0.635693,0.655443,0.661622,0.644714,0.668257,0.640313,0.652538,0.676853,0.625973,0.678162,0.653813,0.678803,0.645772,0.651089,0.639850,0.621150,0.630078,0.668226,0.654696,0.659733,0.634557,0.656328,0.610862,0.670871,0.610004,0.653091,0.824748,0.774611,0.744462,0.796767,0.741623,0.744972,0.706420,0.660171,0.784785,0.729348,0.697687,0.769327,0.775951,0.701545,0.588930,0.820525,0.672762,0.705404,0.711261,0.713006,0.740532,0.660336,0.681167,0.689660,0.717519,0.638853,0.634212,0.650582,0.728199,0.677554,0.604241,0.746837,0.669426,0.581761,0.618760,0.697055,0.671797,0.674976,0.727327,0.766796,0.691821,0.649102,0.707288,0.732448,0.683529,0.598914,0.712185,0.746344,0.754299,0.704424,0.631201,0.638776,0.708265,0.767069,0.581536,1.000000,0.645132,0.597432,0.651802,0.710646,0.717220,0.676844,0.632060,0.706888
92,consomme,7,0.591425,0.575681,0.629494,0.639539,0.633092,0.645497,0.655805,0.686379,0.674377,0.742203,0.640917,0.613029,0.639325,0.626792,0.632544,0.608245,0.660914,0.621337,0.620566,0.637166,0.613009,0.616235,0.617602,0.636583,0.605924,0.613875,0.618520,0.609600,0.630463,0.628208,0.636289,0.637673,0.619379,0.664387,0.633866,0.525756,0.687370,0.733451,0.719891,0.611322,0.621408,0.633795,0.707061,0.601750,0.732273,0.718922,0.739625,0.654611,0.690567,0.663118,0.640903,0.653560,0.610324,0.617692,0.688749,0.832874,0.614785,0.691671,0.642812,0.620902,0.665449,0.557680,0.595691,0.631142,0.588589,0.769371,0.556919,0.610872,0.618320,0.632864,0.574110,0.688233,0.691058,0.664289,0.553269,0.585146,0.585587,0.629036,0.615307,0.650316,0.594754,0.512503,0.541800,0.657818,0.656744,0.593340,0.594930,0.667075,0.790165,0.614405,0.543710,0.645132,1.000000,0.719724,0.745459,0.748440,0.623319,0.656882,0.653220,0.692687
93,trifle,7,0.580743,0.539591,0.600773,0.618247,0.574191,0.599952,0.596941,0.656675,0.591609,0.696720,0.578924,0.627589,0.641359,0.627052,0.652211,0.626608,0.647332,0.644879,0.615543,0.655941,0.639876,0.669516,0.628124,0.647685,0.589108,0.569086,0.598974,0.578724,0.612492,0.623718,0.590141,0.611880,0.637812,0.607837,0.600427,0.512919,0.665053,0.711179,0.731507,0.590880,0.595726,0.651747,0.677828,0.590654,0.705301,0.729889,0.764253,0.654978,0.715401,0.658951,0.716085,0.638542,0.645235,0.661028,0.712619,0.792515,0.555900,0.753627,0.637457,0.617338,0.658838,0.586901,0.677810,0.677999,0.517850,0.807590,0.520483,0.600552,0.615758,0.683543,0.534102,0.719663,0.616977,0.656161,0.547814,0.610399,0.578627,0.596824,0.640132,0.653474,0.598122,0.486252,0.564162,0.610340,0.608913,0.609358,0.618888,0.733549,0.727385,0.618025,0.536281,0.597432,0.719724,1.000000,0.707683,0.749778,0.616072,0.611399,0.594604,0.674816
94,hotdog,7,0.529568,0.535654,0.617600,0.591642,0.560302,0.589632,0.614254,0.640347,0.601691,0.721330,0.617951,0.663664,0.672146,0.663716,0.684342,0.667760,0.674805,0.683419,0.654066,0.696087,0.664785,0.693553,0.668436,0.685946,0.614129,0.620210,0.620291,0.585017,0.632611,0.594239,0.611910,0.605142,0.646791,0.617921,0.566211,0.522427,0.706840,0.695294,0.741640,0.609538,0.642324,0.679803,0.641219,0.571063,0.660063,0.716158,0.694355,0.641913,0.677908,0.614855,0.598828,0.633902,0.645622,0.610882,0.641848,0.792368,0.622387,0.656278,0.663830,0.583760,0.602364,0.584766,0.616774,0.646499,0.594465,0.692249,0.518735,0.583134,0.579362,0.629178,0.522401,0.644335,0.576173,0.661224,0.604026,0.633105,0.647291,0.587465,0.595162,0.613329,0.615473,0.484918,0.581992,0.593486,0.642644,0.597862,0.602161,0.588564,0.755931,0.638445,0.498534,0.651802,0.745459,0.707683,1.000000,0.702467,0.585201,0.575998,0.597695,0.675351
95,orange,8,0.703783,0.694156,0.676920,0.736079,0.728356,0.714605,0.704816,0.765934,0.707528,0.768581,0.683220,0.660462,0.687915,0.660791,0.678363,0.652838,0.687366,0.682570,0.646709,0.686460,0.672814,0.690005,0.660732,0.671691,0.662013,0.654148,0.672203,0.676300,0.700169,0.756332,0.709369,0.757033,0.659414,0.731140,0.711706,0.588849,0.774574,0.784304,0.741635,0.678951,0.689457,0.691218,0.736421,0.641179,0.773803,0.748265,0.740880,0.727638,0.782071,0.685118,0.664166,0.736754,0.642206,0.701919,0.719693,0.808903,0.671776,0.724925,0.680115,0.661264,0.700631,0.643824,0.637383,0.644359,0.644450,0.803463,0.556381,0.672245,0.653830,0.654843,0.589063,0.715564,0.671437,0.695097,0.649017,0.652111,0.599795,0.660014,0.697568,0.772168,0.602617,0.541845,0.612846,0.733790,0.679516,0.648247,0.637049,0.734009,0.776799,0.705472,0.582035,0.710646,0.748440,0.749778,0.702467,1.000000,0.681095,0.724938,0.751613,0.814800
96,cliff,8,0.637621,0.647428,0.708744,0.674992,0.659193,0.713259,0.714277,0.713401,0.628360,0.690858,0.709032,0.696903,0.720173,0.710957,0.707339,0.704636,0.700281,0.707453,0.698422,0.701298,0.737837,0.708540,0.723628,0.689764,0.721936,0.705961,0.715713,0.706260,0.713061,0.671899,0.653327,0.678109,0.661715,0.723956,0.681085,0.653327,0.735201,0.748723,0.679710,0.674906,0.739788,0.713586,0.679688,0.764992,0.730839,0.688467,0.659874,0.685056,0.718984,0.667512,0.611382,0.775971,0.639576,0.657637,0.697368,0.678458,0.690449,0.654613,0.649689,0.691689,0.643109,0.551870,0.581091,0.624804,0.669689,0.642321,0.567082,0.689521,0.670350,0.601760,0.571102,0.699614,0.654587,0.689346,0.643127,0.665334,0.611739,0.760737,0.681437,0.728305,0.632053,0.614332,0.628602,0.739014,0.639776,0.727470,0.604270,0.645156,0.655238,0.761386,0.710089,0.717220,0.623319,0.616072,0.585201,0.681095,1.000000,0.750439,0.665816,0.683595
97,coral reef,8,0.638451,0.632206,0.720641,0.712499,0.703531,0.750945,0.704329,0.856552,0.752474,0.786812,0.821545,0.618011,0.639950,0.624436,0.634971,0.614187,0.653862,0.618173,0.611265,0.606148,0.616455,0.635430,0.624885,0.612324,0.665742,0.688281,0.678413,0.704487,0.684143,0.710790,0.691063,0.735128,0.618873,0.734329,0.866190,0.648500,0.702170,0.734650,0.642392,0.637128,0.671168,0.667534,0.656126,0.742358,0.730386,0.667045,0.661135,0.675630,0.714559,0.632567,0.617111,0.743526,0.578321,0.635734,0.688876,0.678573,0.642375,0.663526,0.612469,0.622247,0.674455,0.509911,0.581504,0.575153,0.663759,0.644987,0.567609,0.678957,0.580769,0.585161,0.553839,0.664234,0.683957,0.689755,0.595205,0.609107,0.576163,0.828008,0.697044,0.708059,0.576674,0.555895,0.580379,0.740622,0.644841,0.609766,0.572602,0.654838,0.654210,0.689735,0.658999,0.676844,0.656882,0.611399,0.575998,0.724938,0.750439,1.000000,0.742531,0.699666
98,bolete,8,0.705806,0.707996,0.731075,0.741836,0.767126,0.694967,0.726217,0.775957,0.749698,0.766933,0.705071,0.672558,0.666423,0.653938,0.643565,0.647609,0.676679,0.644090,0.627641,0.622195,0.634586,0.645168,0.647749,0.635683,0.670855,0.676432,0.687485,0.641406,0.690367,0.765802,0.784468,0.787953,0.656831,0.730787,0.707467,0.529431,0.693843,0.736612,0.674106,0.606838,0.660943,0.624868,0.633889,0.573477,0.702281,0.658262,0.637354,0.639807,0.701639,0.627361,0.575078,0.672505,0.581411,0.619676,0.632999,0.696998,0.616087,0.628009,0.625489,0.573996,0.629199,0.514909,0.546681,0.553371,0.617883,0.655970,0.560239,0.587700,0.566332,0.543503,0.518621,0.635761,0.608398,0.662944,0.579974,0.555161,0.513589,0.637360,0.618336,0.737338,0.549696,0.542887,0.523333,0.693377,0.604702,0.612013,0.567431,0.644886,0.675453,0.685033,0.545475,0.632060,0.653220,0.594604,0.597695,0.751613,0.665816,0.742531,1.000000,0.757464
