class_id,class_name,intro_session,0:Black footed Albatross,1:Laysan Albatross,2:Sooty Albatross,3:Groove billed Ani,4:Crested Auklet,5:Least Auklet,6:Parakeet Auklet,7:Rhinoceros Auklet,8:Brewer Blackbird,9:Red winged Blackbird,10:Rusty Blackbird,11:Yellow headed Blackbird,12:Bobolink,13:Indigo Bunting,14:Lazuli Bunting,15:Painted Bunting,16:Cardinal,17:Spotted Catbird,18:Gray Catbird,19:Yellow breasted Chat,20:Eastern Towhee,21:Chuck will Widow,22:Brandt Cormorant,23:Red faced Cormorant,24:Pelagic Cormorant,25:Bronzed Cowbird,26:Shiny Cowbird,27:Brown Creeper,28:American Crow,29:Fish Crow,30:Black billed Cuckoo,31:Mangrove Cuckoo,32:Yellow billed Cuckoo,33:Gray crowned Rosy Finch,34:Purple Finch,35:Northern Flicker,36:Acadian Flycatcher,37:Great Crested Flycatcher,38:Least Flycatcher,39:Olive sided Flycatcher,40:Scissor tailed Flycatcher,41:Vermilion Flycatcher,42:Yellow bellied Flycatcher,43:Frigatebird,44:Northern Fulmar,45:Gadwall,46:American Goldfinch,47:European Goldfinch,48:Boat tailed Grackle,49:Eared Grebe,50:Horned Grebe,51:Pied billed Grebe,52:Western Grebe,53:Blue Grosbeak,54:Evening Grosbeak,55:Pine Grosbeak,56:Rose breasted Grosbeak,57:Pigeon Guillemot,58:California Gull,59:Glaucous winged Gull,60:Heermann Gull,61:Herring Gull,62:Ivory Gull,63:Ring billed Gull,64:Slaty backed Gull,65:Western Gull,66:Anna Hummingbird,67:Ruby throated Hummingbird,68:Rufous Hummingbird,69:Green Violetear,70:Long tailed Jaeger,71:Pomarine Jaeger,72:Blue Jay,73:Florida Jay,74:Green Jay,75:Dark eyed Junco,76:Tropical Kingbird,77:Gray Kingbird,78:Belted Kingfisher,79:Green Kingfisher,80:Pied Kingfisher,81:Ringed Kingfisher,82:White breasted Kingfisher,83:Red legged Kittiwake,84:Horned Lark,85:Pacific Loon,86:Mallard,87:Western Meadowlark,88:Hooded Merganser,89:Red breasted Merganser,90:Mockingbird,91:Nighthawk,92:Clark Nutcracker,93:White breasted Nuthatch,94:Baltimore Oriole,95:Hooded Oriole,96:Orchard Oriole,97:Scott Oriole,98:Ovenbird,99:Brown Pelican,100:White Pelican,101:Western Wood Pewee,102:Sayornis,103:American Pipit,104:Whip poor Will,105:Horned Puffin,106:Common Raven,107:White necked Raven,108:American Redstart,109:Geococcyx,110:Loggerhead Shrike,111:Great Grey Shrike,112:Baird Sparrow,113:Black throated Sparrow,114:Brewer Sparrow,115:Chipping Sparrow,116:Clay colored Sparrow,117:House Sparrow,118:Field Sparrow,119:Fox Sparrow,120:Grasshopper Sparrow,121:Harris Sparrow,122:Henslow Sparrow,123:Le Conte Sparrow,124:Lincoln Sparrow,125:Nelson Sharp tailed Sparrow,126:Savannah Sparrow,127:Seaside Sparrow,128:Song Sparrow,129:Tree Sparrow,130:Vesper Sparrow,131:White crowned Sparrow,132:White throated Sparrow,133:Cape Glossy Starling,134:Bank Swallow,135:Barn Swallow,136:Cliff Swallow,137:Tree Swallow,138:Scarlet Tanager,139:Summer Tanager,140:Artic Tern,141:Black Tern,142:Caspian Tern,143:Common Tern,144:Elegant Tern,145:Forsters Tern,146:Least Tern,147:Green tailed Towhee,148:Brown Thrasher,149:Sage Thrasher,150:Black capped Vireo,151:Blue headed Vireo,152:Philadelphia Vireo,153:Red eyed Vireo,154:Warbling Vireo,155:White eyed Vireo,156:Yellow throated Vireo,157:Bay breasted Warbler,158:Black and white Warbler,159:Black throated Blue Warbler,160:Blue winged Warbler,161:Canada Warbler,162:Cape May Warbler,163:Cerulean Warbler,164:Chestnut sided Warbler,165:Golden winged Warbler,166:Hooded Warbler,167:Kentucky Warbler,168:Magnolia Warbler,169:Mourning Warbler,170:Myrtle Warbler,171:Nashville Warbler,172:Orange crowned Warbler,173:Palm Warbler,174:Pine Warbler,175:Prairie Warbler,176:Prothonotary Warbler,177:Swainson Warbler,178:Tennessee Warbler,179:Wilson Warbler,180:Worm eating Warbler,181:Yellow Warbler,182:Northern Waterthrush,183:Louisiana Waterthrush,184:Bohemian Waxwing,185:Cedar Waxwing,186:American Three toed Woodpecker,187:Pileated Woodpecker,188:Red bellied Woodpecker,189:Red cockaded Woodpecker,190:Red headed Woodpecker,191:Downy Woodpecker,192:Bewick Wren,193:Cactus Wren,194:Carolina Wren,195:House Wren,196:Marsh Wren,197:Rock Wren,198:Winter Wren,199:Common Yellowthroat
35,Northern Flicker,0,0.767833,0.788606,0.792719,0.824402,0.787659,0.821052,0.791225,0.777266,0.855447,0.871635,0.898540,0.849202,0.863581,0.826723,0.850732,0.844395,0.834714,0.869386,0.864223,0.861406,0.846408,0.869113,0.820862,0.820148,0.830831,0.841078,0.834273,0.903354,0.808910,0.826586,0.860918,0.849402,0.862983,0.884852,0.860386,1.000000,0.845426,0.867110,0.844556,0.854367,0.872830,0.870338,0.849122,0.826424,0.792961,0.810519,0.829767,0.839152,0.851893,0.803446,0.810751,0.777017,0.806264,0.828464,0.838890,0.868909,0.860033,0.819431,0.781214,0.793348,0.807615,0.797343,0.819035,0.800348,0.803884,0.773170,0.884229,0.864101,0.881701,0.822986,0.826270,0.820226,0.857533,0.846995,0.820294,0.819353,0.867008,0.849487,0.874792,0.880577,0.881428,0.880641,0.834230,0.791119,0.858603,0.838671,0.781443,0.909019,0.811536,0.808150,0.888851,0.910685,0.846271,0.882058,0.845972,0.843701,0.854971,0.855048,0.885686,0.791409,0.767722,0.833139,0.843871,0.837084,0.865257,0.757814,0.782462,0.790084,0.829699,0.882956,0.820446,0.809903,0.827058,0.827049,0.831180,0.846093,0.835143,0.840351,0.850044,0.861577,0.859290,0.850637,0.845357,0.865159,0.855186,0.841512,0.838937,0.825460,0.853466,0.829186,0.844235,0.834278,0.853797,0.828206,0.832879,0.840366,0.855532,0.809799,0.838567,0.826048,0.786139,0.836836,0.799561,0.783118,0.799642,0.812742,0.783582,0.854122,0.889649,0.898798,0.833386,0.854839,0.830259,0.851957,0.837937,0.856991,0.839639,0.877669,0.875436,0.831317,0.856871,0.864525,0.860571,0.831947,0.856557,0.830940,0.846608,0.836245,0.851843,0.831432,0.846758,0.830718,0.838394,0.854853,0.852459,0.841393,0.854903,0.860291,0.838795,0.848763,0.822463,0.855341,0.835558,0.817308,0.848892,0.843150,0.899698,0.878459,0.948901,0.895249,0.880790,0.883748,0.851211,0.898775,0.846759,0.866526,0.835129,0.876334,0.851448,0.822324
36,Acadian Flycatcher,0,0.761159,0.781938,0.794281,0.843579,0.800524,0.839098,0.817889,0.807615,0.860050,0.855479,0.902512,0.857016,0.886282,0.875290,0.891133,0.867192,0.831042,0.869964,0.923328,0.914494,0.897568,0.839065,0.801183,0.792120,0.802384,0.854270,0.862799,0.902047,0.794135,0.816325,0.932927,0.902889,0.918726,0.877723,0.880706,0.845426,1.000000,0.970781,0.989741,0.965333,0.893180,0.876871,0.991779,0.795414,0.796849,0.787450,0.874072,0.822682,0.860980,0.775773,0.776649,0.791520,0.784901,0.859537,0.848013,0.865619,0.876763,0.801390,0.770923,0.778791,0.796652,0.783200,0.783277,0.783695,0.789203,0.761449,0.896587,0.884512,0.888957,0.853091,0.823233,0.809507,0.861622,0.882480,0.849516,0.908796,0.924424,0.927259,0.882165,0.882416,0.844527,0.853321,0.831096,0.794051,0.851232,0.804140,0.753742,0.839832,0.793322,0.790274,0.929214,0.857356,0.846523,0.902965,0.869119,0.859246,0.893100,0.893545,0.943050,0.767014,0.750765,0.972318,0.949947,0.882951,0.829140,0.766911,0.756765,0.774019,0.897129,0.803849,0.880940,0.855075,0.837156,0.867908,0.889727,0.882791,0.890938,0.875056,0.902735,0.904567,0.860303,0.861075,0.866291,0.845592,0.868900,0.892032,0.842539,0.887956,0.874241,0.874234,0.852186,0.858167,0.852988,0.815377,0.903134,0.860583,0.865831,0.874088,0.847801,0.839436,0.780673,0.850839,0.789024,0.781441,0.788085,0.807900,0.789728,0.900656,0.875556,0.876452,0.920672,0.954982,0.956719,0.944920,0.944823,0.943838,0.933967,0.950705,0.923421,0.939044,0.897622,0.914037,0.909080,0.936440,0.916135,0.897604,0.906997,0.896347,0.929664,0.933075,0.901064,0.919405,0.939657,0.936356,0.920397,0.888930,0.875419,0.939305,0.943612,0.902628,0.907558,0.894629,0.912144,0.904371,0.808789,0.872821,0.860810,0.825737,0.832657,0.840136,0.845863,0.844950,0.939713,0.820252,0.872994,0.930371,0.895478,0.886408,0.883483,0.881036
37,Great Crested Flycatcher,0,0.769573,0.794652,0.793751,0.863478,0.790515,0.818075,0.796092,0.797442,0.864131,0.866851,0.914600,0.893116,0.900496,0.877420,0.901686,0.877719,0.831181,0.873864,0.925803,0.944647,0.907373,0.831456,0.812609,0.791341,0.812296,0.857674,0.869308,0.897794,0.800321,0.830138,0.951002,0.928026,0.941426,0.881090,0.882048,0.867110,0.970781,1.000000,0.975503,0.967699,0.926430,0.891220,0.978032,0.817224,0.790130,0.801360,0.884693,0.830951,0.877920,0.785310,0.785720,0.796154,0.785485,0.871413,0.873875,0.873779,0.870973,0.799925,0.777733,0.784101,0.810908,0.789756,0.788578,0.790552,0.791955,0.764232,0.897855,0.881531,0.891268,0.852093,0.830620,0.809379,0.858995,0.905095,0.870323,0.895398,0.967177,0.944930,0.892929,0.889997,0.850503,0.870864,0.845613,0.779495,0.859271,0.807129,0.749933,0.860927,0.793670,0.794196,0.945611,0.861327,0.861155,0.888283,0.889567,0.889233,0.910396,0.916184,0.923925,0.781627,0.765567,0.962838,0.965186,0.881011,0.816339,0.755506,0.767416,0.776313,0.905307,0.842304,0.904047,0.864928,0.826449,0.873168,0.896165,0.871252,0.888263,0.878098,0.900938,0.891402,0.851968,0.858327,0.862620,0.858753,0.861119,0.888251,0.840151,0.889631,0.871398,0.871161,0.857783,0.839422,0.850732,0.828781,0.908902,0.858499,0.875659,0.856113,0.867928,0.846828,0.770269,0.856614,0.790059,0.778385,0.786442,0.804119,0.783078,0.908761,0.899490,0.890368,0.912998,0.958922,0.949839,0.957725,0.947562,0.954852,0.928802,0.944663,0.895791,0.925474,0.917731,0.911039,0.905562,0.912827,0.916748,0.894478,0.902113,0.893061,0.933413,0.926832,0.905630,0.918054,0.942751,0.931671,0.926454,0.895997,0.887629,0.931966,0.947920,0.903228,0.883229,0.905029,0.889237,0.879979,0.827369,0.900821,0.852448,0.831700,0.848814,0.832733,0.865343,0.826662,0.927845,0.844403,0.872034,0.930471,0.894352,0.895295,0.868386,0.896878
38,Least Flycatcher,0,0.753603,0.779255,0.788796,0.836161,0.792785,0.834349,0.814834,0.804298,0.859587,0.855131,0.906201,0.854270,0.890294,0.876750,0.898656,0.859833,0.832375,0.843050,0.926861,0.915164,0.904461,0.821358,0.796213,0.777112,0.797124,0.843970,0.857865,0.901143,0.792853,0.813790,0.927340,0.897209,0.917542,0.888872,0.882924,0.844556,0.989741,0.975503,1.000000,0.972438,0.907422,0.879079,0.984478,0.785306,0.799031,0.794427,0.874506,0.826892,0.857134,0.784063,0.784326,0.796235,0.789281,0.864957,0.847087,0.874629,0.874417,0.801959,0.775897,0.782754,0.803564,0.786992,0.794614,0.789701,0.790115,0.761204,0.892468,0.878814,0.884443,0.832339,0.821750,0.801449,0.865097,0.886420,0.837887,0.920396,0.927596,0.933562,0.885258,0.874082,0.841311,0.851669,0.814416,0.789743,0.859804,0.808015,0.747142,0.838608,0.792099,0.792316,0.936486,0.857598,0.855100,0.910349,0.869688,0.852526,0.898809,0.888117,0.934213,0.757680,0.747649,0.974677,0.955365,0.901521,0.816102,0.767896,0.752767,0.760428,0.907717,0.797369,0.894762,0.864102,0.833586,0.878656,0.905209,0.892365,0.902282,0.885123,0.910076,0.911219,0.861736,0.866745,0.862126,0.855700,0.877386,0.899251,0.844373,0.894507,0.884396,0.892478,0.860621,0.859621,0.859901,0.798651,0.913183,0.856466,0.873279,0.875902,0.848472,0.838180,0.780622,0.860156,0.787782,0.789432,0.789040,0.809745,0.794005,0.907219,0.870030,0.882790,0.923394,0.967147,0.954567,0.950737,0.956883,0.951598,0.928393,0.949348,0.915781,0.941252,0.896093,0.909463,0.902474,0.934965,0.917076,0.892207,0.900519,0.882913,0.933603,0.927050,0.910904,0.917448,0.943460,0.932833,0.920074,0.887445,0.873269,0.932258,0.950898,0.902983,0.892168,0.895499,0.910153,0.896429,0.814081,0.877287,0.855712,0.822531,0.833977,0.831901,0.838365,0.847223,0.948340,0.818539,0.872762,0.934195,0.907647,0.895518,0.882805,0.883000
39,Olive sided Flycatcher,0,0.783347,0.808686,0.818120,0.872778,0.827901,0.866127,0.838306,0.835702,0.883328,0.873314,0.924260,0.863539,0.897381,0.865564,0.887893,0.847023,0.813721,0.855160,0.932573,0.910155,0.898814,0.847659,0.845599,0.821407,0.845285,0.869213,0.884269,0.910200,0.826541,0.852228,0.939514,0.925171,0.939461,0.881268,0.860490,0.854367,0.965333,0.967699,0.972438,1.000000,0.930342,0.881279,0.961880,0.832792,0.818629,0.796983,0.840387,0.809593,0.887676,0.815150,0.810104,0.819980,0.817778,0.862322,0.834186,0.858128,0.870232,0.828301,0.795233,0.801501,0.822744,0.807461,0.811305,0.806351,0.813404,0.779218,0.900971,0.884189,0.885417,0.843706,0.863143,0.845971,0.862104,0.917357,0.841393,0.898759,0.942566,0.966352,0.926699,0.904182,0.883746,0.892674,0.843333,0.803168,0.857201,0.843684,0.747475,0.841675,0.800172,0.816997,0.951365,0.887779,0.878505,0.905428,0.857546,0.847462,0.901863,0.889337,0.896544,0.779961,0.761313,0.974732,0.970003,0.886224,0.840794,0.773478,0.792861,0.815631,0.894033,0.838305,0.921058,0.902530,0.815873,0.883928,0.891644,0.862281,0.873052,0.865021,0.880287,0.881740,0.832129,0.840916,0.834692,0.826889,0.851022,0.879092,0.825171,0.888647,0.865245,0.864503,0.843584,0.834117,0.833221,0.831809,0.947802,0.868801,0.891538,0.888855,0.839440,0.820756,0.798706,0.890289,0.813066,0.806854,0.818260,0.838044,0.813584,0.891375,0.871172,0.895357,0.913542,0.939006,0.923050,0.937331,0.933948,0.926255,0.903379,0.919906,0.891210,0.924331,0.879148,0.886665,0.872683,0.916676,0.886840,0.872330,0.866242,0.854216,0.898228,0.894668,0.887469,0.877271,0.906094,0.902886,0.882109,0.858107,0.844890,0.915481,0.929734,0.865163,0.856972,0.858268,0.881117,0.888648,0.815440,0.876113,0.879978,0.848825,0.840885,0.859659,0.854227,0.853790,0.938843,0.847313,0.868252,0.921022,0.893841,0.911541,0.870720,0.852067
40,Scissor tailed Flycatcher,0,0.781686,0.823533,0.812985,0.843321,0.789450,0.825078,0.789869,0.795479,0.842014,0.862550,0.887519,0.881732,0.894553,0.842655,0.888860,0.839985,0.820493,0.828086,0.896560,0.897839,0.890229,0.809904,0.807355,0.793503,0.811254,0.829114,0.851383,0.870617,0.800308,0.828365,0.921140,0.917084,0.926240,0.888581,0.852941,0.872830,0.893180,0.926430,0.907422,0.930342,1.000000,0.895294,0.894436,0.830380,0.829581,0.806592,0.858048,0.844258,0.862382,0.792932,0.801484,0.794327,0.798925,0.858832,0.851845,0.867824,0.860443,0.804009,0.816367,0.814533,0.834553,0.824100,0.837207,0.830235,0.827698,0.796876,0.851177,0.849397,0.862947,0.802993,0.884698,0.842936,0.875897,0.915984,0.837470,0.860207,0.947958,0.955721,0.916734,0.883823,0.889831,0.901794,0.831324,0.817302,0.887424,0.828138,0.756763,0.861672,0.814435,0.797322,0.947961,0.873602,0.895333,0.904024,0.872172,0.866499,0.896483,0.880397,0.840311,0.781013,0.782773,0.907937,0.927210,0.866227,0.808420,0.776026,0.783532,0.802480,0.875906,0.846585,0.947827,0.941897,0.821143,0.891868,0.866735,0.864051,0.862028,0.880633,0.882789,0.844176,0.831878,0.840554,0.833049,0.850190,0.818756,0.864618,0.815796,0.846765,0.844120,0.870083,0.846893,0.848183,0.833592,0.809439,0.931308,0.864119,0.910206,0.872756,0.847203,0.814323,0.807930,0.877647,0.830589,0.817408,0.825866,0.853592,0.825003,0.859424,0.856442,0.870798,0.873464,0.902768,0.871024,0.895756,0.898400,0.900860,0.871601,0.890815,0.863802,0.863978,0.873737,0.842557,0.837468,0.889161,0.871177,0.857921,0.843691,0.831305,0.870227,0.853246,0.859659,0.850495,0.846537,0.858701,0.848398,0.824939,0.844203,0.866079,0.870435,0.841234,0.814700,0.834918,0.810791,0.835816,0.858629,0.893970,0.838096,0.825290,0.874295,0.849543,0.855579,0.844065,0.885785,0.856339,0.854573,0.859892,0.854905,0.886586,0.824328,0.848515
41,Vermilion Flycatcher,0,0.747517,0.775653,0.783429,0.856661,0.798429,0.796033,0.785526,0.773371,0.879142,0.929665,0.901789,0.915306,0.880943,0.907646,0.915414,0.931323,0.919545,0.847822,0.895890,0.919268,0.900057,0.810669,0.813291,0.815162,0.812213,0.881037,0.878912,0.847009,0.826101,0.848573,0.870540,0.875761,0.860652,0.887881,0.911960,0.870338,0.876871,0.891220,0.879079,0.881279,0.895294,1.000000,0.888547,0.826975,0.779961,0.775917,0.877097,0.826912,0.894622,0.783269,0.790713,0.773222,0.777756,0.898798,0.873910,0.921072,0.901852,0.805522,0.778552,0.772706,0.800690,0.785706,0.800279,0.792141,0.778498,0.768926,0.894827,0.890228,0.904692,0.870586,0.816260,0.791429,0.874578,0.901660,0.869084,0.862555,0.914479,0.882527,0.880905,0.883920,0.839216,0.889101,0.855343,0.796038,0.843756,0.782425,0.768826,0.860412,0.796525,0.777070,0.891940,0.841254,0.855467,0.887391,0.934478,0.922354,0.944903,0.919164,0.841273,0.783642,0.766779,0.866612,0.900185,0.818574,0.810106,0.765642,0.801757,0.788556,0.920874,0.819997,0.868302,0.840856,0.772350,0.860016,0.826492,0.822682,0.812564,0.852417,0.837079,0.855750,0.808995,0.806660,0.805674,0.824528,0.807232,0.857308,0.785034,0.824594,0.835751,0.835283,0.799158,0.812103,0.809392,0.863659,0.859053,0.881698,0.883923,0.870240,0.956114,0.929095,0.791523,0.834230,0.820378,0.787466,0.796628,0.817087,0.793618,0.865855,0.860836,0.836286,0.859959,0.872582,0.891586,0.865023,0.848907,0.881943,0.891511,0.923789,0.854580,0.880152,0.904546,0.875229,0.896842,0.889528,0.885165,0.871471,0.893939,0.886609,0.899104,0.885092,0.864689,0.885370,0.881287,0.880669,0.908065,0.872069,0.915528,0.867897,0.870227,0.898859,0.819928,0.896086,0.817237,0.802670,0.837958,0.879604,0.842777,0.848518,0.888484,0.831474,0.915252,0.855623,0.861377,0.833468,0.844394,0.859247,0.844697,0.873971,0.833643,0.883720
42,Yellow bellied Flycatcher,0,0.768912,0.788153,0.799359,0.855198,0.807314,0.836062,0.818421,0.809708,0.866563,0.866806,0.908304,0.882978,0.897395,0.879106,0.898030,0.881512,0.832168,0.886891,0.919719,0.930413,0.899878,0.834056,0.809049,0.805185,0.809703,0.866467,0.870719,0.894691,0.798500,0.823339,0.934296,0.912081,0.919948,0.880400,0.882970,0.849122,0.991779,0.978032,0.984478,0.961880,0.894436,0.888547,1.000000,0.804563,0.797320,0.794633,0.892515,0.838810,0.870705,0.779696,0.782535,0.796952,0.784558,0.863868,0.873772,0.872490,0.879171,0.805006,0.776075,0.783908,0.802129,0.787282,0.782964,0.787510,0.793057,0.767816,0.899246,0.882262,0.889240,0.863052,0.824843,0.809165,0.858337,0.889392,0.872522,0.904832,0.941253,0.924739,0.880130,0.886881,0.842489,0.855840,0.843925,0.796187,0.857357,0.803608,0.760706,0.850666,0.794873,0.794024,0.927751,0.850719,0.852474,0.895876,0.882975,0.882536,0.901909,0.915713,0.939548,0.775281,0.760221,0.972439,0.956233,0.882710,0.822526,0.770256,0.764623,0.783481,0.902296,0.816605,0.879820,0.853950,0.838908,0.865902,0.892008,0.872957,0.890186,0.873584,0.901097,0.897993,0.862198,0.863678,0.867985,0.851309,0.862983,0.901539,0.845720,0.895148,0.869169,0.868429,0.851414,0.853206,0.848081,0.835126,0.897465,0.862975,0.867920,0.870616,0.859171,0.843862,0.775532,0.848946,0.787249,0.773437,0.784354,0.804781,0.785458,0.908524,0.875853,0.877462,0.923666,0.958789,0.968170,0.944204,0.944305,0.953887,0.946953,0.957122,0.912269,0.934896,0.915130,0.919517,0.918098,0.925209,0.925033,0.907360,0.922424,0.911679,0.937134,0.947076,0.907432,0.933181,0.953294,0.946002,0.940565,0.904259,0.890171,0.940608,0.951742,0.919014,0.912802,0.910989,0.904206,0.898455,0.821415,0.886142,0.858709,0.821905,0.833566,0.834024,0.858173,0.840428,0.930261,0.825993,0.866408,0.926553,0.894313,0.882456,0.876180,0.897088
43,Frigatebird,0,0.922701,0.953873,0.925856,0.880674,0.897835,0.853490,0.872470,0.902473,0.869994,0.861759,0.846112,0.854321,0.839141,0.802617,0.796434,0.821838,0.800622,0.829830,0.827895,0.814471,0.818417,0.828733,0.945498,0.922045,0.944520,0.866058,0.861480,0.812115,0.861380,0.898314,0.839117,0.850763,0.855370,0.796534,0.789985,0.826424,0.795414,0.817224,0.785306,0.832792,0.830380,0.826975,0.804563,1.000000,0.890833,0.837746,0.785348,0.778811,0.890020,0.842761,0.840021,0.838961,0.862811,0.787387,0.798714,0.787833,0.834395,0.903708,0.884000,0.878925,0.891816,0.893227,0.858778,0.873822,0.898567,0.888886,0.865561,0.862121,0.854858,0.850809,0.932690,0.935163,0.810875,0.852740,0.845073,0.793339,0.842108,0.852547,0.887482,0.875947,0.882473,0.875434,0.889826,0.879592,0.797190,0.883218,0.834934,0.800706,0.844939,0.877239,0.844765,0.858894,0.848761,0.820484,0.818349,0.838031,0.828689,0.839785,0.772662,0.924854,0.878010,0.791561,0.845634,0.746626,0.829190,0.885534,0.868834,0.920664,0.803677,0.852626,0.827540,0.797848,0.726716,0.819667,0.768424,0.766245,0.754616,0.780210,0.773883,0.759426,0.745444,0.774026,0.753514,0.756069,0.742550,0.778759,0.737803,0.772839,0.771170,0.748667,0.750268,0.758147,0.760747,0.862119,0.846450,0.866176,0.837088,0.842592,0.819975,0.770008,0.880583,0.886085,0.907486,0.877273,0.911193,0.892019,0.866354,0.800568,0.806233,0.766141,0.791486,0.785019,0.783071,0.797168,0.770272,0.791117,0.776441,0.797219,0.789070,0.810216,0.822375,0.786930,0.798664,0.800323,0.796367,0.809953,0.812140,0.789344,0.777465,0.799334,0.753641,0.751929,0.782635,0.772048,0.778801,0.763657,0.791057,0.823362,0.790857,0.781984,0.748647,0.801487,0.741436,0.742793,0.782799,0.815348,0.811472,0.856012,0.815817,0.826488,0.872931,0.800315,0.796396,0.797412,0.772648,0.784499,0.783336,0.797342,0.764054,0.798788
44,Northern Fulmar,0,0.944271,0.942666,0.956223,0.816876,0.894814,0.897272,0.884359,0.928567,0.834731,0.782767,0.827088,0.784065,0.804876,0.778371,0.779846,0.762303,0.770053,0.791011,0.825885,0.778398,0.791184,0.794898,0.881926,0.851489,0.888052,0.801845,0.819094,0.790967,0.819946,0.839644,0.808939,0.805346,0.827292,0.849174,0.784892,0.792961,0.796849,0.790130,0.799031,0.818629,0.829581,0.779961,0.797320,0.890833,1.000000,0.869042,0.779090,0.779216,0.823612,0.839471,0.844628,0.860827,0.836911,0.766909,0.793246,0.801386,0.782679,0.918858,0.939794,0.948220,0.931173,0.953450,0.943285,0.952788,0.968589,0.934601,0.796535,0.807335,0.799424,0.757117,0.940799,0.952522,0.801652,0.819418,0.764032,0.820308,0.814928,0.829635,0.833991,0.789824,0.812031,0.810135,0.774610,0.966062,0.810142,0.888672,0.840784,0.769320,0.821904,0.844890,0.845516,0.862016,0.856420,0.826883,0.766765,0.763928,0.787399,0.784399,0.775048,0.829809,0.824521,0.798277,0.825091,0.792800,0.807738,0.900592,0.822047,0.858869,0.770826,0.766788,0.822323,0.818296,0.743008,0.791165,0.787305,0.797853,0.771851,0.812100,0.812025,0.798440,0.769337,0.791849,0.753481,0.766015,0.774943,0.775136,0.749557,0.778766,0.779855,0.786778,0.761424,0.803126,0.785501,0.780788,0.856030,0.823991,0.823574,0.826480,0.763704,0.736136,0.909625,0.904394,0.894222,0.880160,0.896991,0.909661,0.891261,0.796264,0.764220,0.775648,0.770150,0.806379,0.793800,0.773648,0.809699,0.806806,0.788270,0.780119,0.792418,0.792463,0.792301,0.786351,0.777484,0.802910,0.775888,0.782014,0.782765,0.764407,0.767724,0.802688,0.769879,0.754386,0.787130,0.765946,0.772160,0.743905,0.770767,0.803540,0.785284,0.777314,0.746041,0.794911,0.761527,0.755428,0.789876,0.795605,0.767176,0.737377,0.774987,0.784273,0.783243,0.754143,0.804700,0.762616,0.768627,0.776991,0.776158,0.791894,0.786079,0.774963
45,Gadwall,0,0.885896,0.868431,0.864137,0.784891,0.824083,0.818123,0.817245,0.879395,0.799694,0.785329,0.840984,0.805181,0.801808,0.770135,0.793017,0.774186,0.767880,0.763260,0.786881,0.783543,0.805344,0.798773,0.869548,0.840648,0.895874,0.765590,0.785765,0.790890,0.772050,0.794367,0.790668,0.776606,0.793182,0.835846,0.800520,0.810519,0.787450,0.801360,0.794427,0.796983,0.806592,0.775917,0.794633,0.837746,0.869042,1.000000,0.784518,0.785980,0.813220,0.919248,0.923056,0.941026,0.886486,0.777152,0.800573,0.811192,0.776576,0.892908,0.851647,0.868499,0.866577,0.860456,0.844377,0.855189,0.882369,0.843445,0.796015,0.794961,0.802650,0.756016,0.858979,0.866600,0.777979,0.782764,0.755447,0.803475,0.791819,0.793366,0.814677,0.809118,0.797928,0.813179,0.794852,0.825469,0.784534,0.922350,0.921692,0.771618,0.906318,0.928494,0.825785,0.834977,0.810246,0.802922,0.774269,0.770439,0.799276,0.788791,0.794039,0.840456,0.839880,0.783615,0.798769,0.804334,0.786173,0.843864,0.768440,0.801561,0.778666,0.778381,0.785272,0.768378,0.761346,0.763803,0.778297,0.792371,0.787105,0.818113,0.815333,0.802437,0.768678,0.811635,0.764038,0.799525,0.791326,0.817221,0.762182,0.790451,0.803440,0.812044,0.767617,0.775735,0.787296,0.751726,0.799593,0.805957,0.819490,0.761189,0.771664,0.745044,0.803159,0.832108,0.814444,0.807200,0.819733,0.825423,0.804285,0.810241,0.787379,0.769799,0.758597,0.789755,0.778865,0.774034,0.802160,0.811755,0.792273,0.803477,0.770675,0.777945,0.795648,0.777124,0.785453,0.773000,0.781774,0.758994,0.777125,0.746230,0.780591,0.790726,0.771330,0.775319,0.782660,0.774720,0.790629,0.754970,0.780649,0.788683,0.791623,0.773309,0.760394,0.791976,0.776569,0.753333,0.780643,0.782598,0.754201,0.766736,0.776751,0.760587,0.795066,0.745021,0.789874,0.752445,0.786368,0.779997,0.790382,0.778719,0.785128,0.765891
