class_id,class_name,intro_session,0:apple,1:aquarium fish,2:baby,3:bear,4:beaver,5:bed,6:bee,7:beetle,8:bicycle,9:bottle,10:bowl,11:boy,12:bridge,13:bus,14:butterfly,15:camel,16:can,17:castle,18:caterpillar,19:cattle,20:chair,21:chimpanzee,22:clock,23:cloud,24:cockroach,25:couch,26:crab,27:crocodile,28:cup,29:dinosaur,30:dolphin,31:elephant,32:flatfish,33:forest,34:fox,35:girl,36:hamster,37:house,38:kangaroo,39:keyboard,40:lamp,41:lawn mower,42:leopard,43:lion,44:lizard,45:lobster,46:man,47:maple tree,48:motorcycle,49:mountain,50:mouse,51:mushroom,52:oak tree,53:orange,54:orchid,55:otter,56:palm tree,57:pear,58:pickup truck,59:pine tree,60:plain,61:plate,62:poppy,63:porcupine,64:possum,65:rabbit,66:raccoon,67:ray,68:road,69:rocket,70:rose,71:sea,72:seal,73:shark,74:shrew,75:skunk,76:skyscraper,77:snail,78:snake,79:spider,80:squirrel,81:streetcar,82:sunflower,83:sweet pepper,84:table,85:tank,86:telephone,87:television,88:tiger,89:tractor,90:train,91:trout,92:tulip,93:turtle,94:wardrobe,95:whale,96:willow tree,97:wolf,98:woman,99:worm
25,couch,0,0.895640,0.891198,0.912611,0.903370,0.908144,0.979396,0.899262,0.894347,0.926029,0.917728,0.947931,0.915294,0.925047,0.921417,0.909466,0.904843,0.936113,0.904368,0.914767,0.898517,0.961178,0.896604,0.938244,0.913727,0.869448,1.000000,0.917105,0.912552,0.940925,0.905044,0.877261,0.895540,0.932792,0.922477,0.891015,0.911468,0.865371,0.940743,0.898758,0.947581,0.966053,0.914902,0.912709,0.897288,0.908720,0.930437,0.923459,0.927511,0.911482,0.910307,0.898625,0.919647,0.925909,0.895147,0.916271,0.913231,0.932039,0.902029,0.919130,0.931150,0.855402,0.930848,0.876440,0.876481,0.885726,0.896296,0.867843,0.914682,0.908845,0.888176,0.914085,0.886949,0.881322,0.887548,0.887325,0.914038,0.881871,0.907148,0.879941,0.885912,0.912822,0.902689,0.902335,0.904900,0.969028,0.889163,0.927086,0.931266,0.898310,0.894540,0.877834,0.861675,0.910920,0.913175,0.955374,0.887549,0.917123,0.895168,0.884755,0.881067
26,crab,0,0.928709,0.956292,0.923069,0.944052,0.963261,0.891281,0.964017,0.968169,0.912648,0.910124,0.951184,0.932287,0.911624,0.891133,0.962499,0.937458,0.927291,0.881098,0.962842,0.927092,0.869481,0.944308,0.932792,0.920463,0.945988,0.917105,1.000000,0.963455,0.925786,0.963475,0.925591,0.925266,0.972440,0.937114,0.938142,0.926912,0.926559,0.900067,0.939549,0.933798,0.942898,0.890243,0.948501,0.933270,0.968018,0.990856,0.930745,0.920604,0.899323,0.906828,0.959504,0.963050,0.913566,0.928278,0.944115,0.964492,0.932650,0.939494,0.886035,0.929891,0.837941,0.932422,0.920632,0.926783,0.947215,0.933886,0.928721,0.961278,0.888950,0.902502,0.926442,0.889740,0.944547,0.931275,0.955330,0.940491,0.867008,0.951977,0.939553,0.963288,0.940677,0.901453,0.932690,0.927431,0.924772,0.902445,0.909617,0.881073,0.941223,0.908619,0.856371,0.916400,0.937358,0.958173,0.904830,0.932658,0.920234,0.942681,0.896489,0.932415
27,crocodile,0,0.902020,0.949894,0.916719,0.965876,0.986860,0.891710,0.945458,0.948971,0.913386,0.902844,0.931412,0.921899,0.924422,0.892333,0.950066,0.944574,0.917379,0.892976,0.964993,0.937130,0.851815,0.953041,0.919247,0.940605,0.909516,0.912552,0.963455,1.000000,0.910922,0.965426,0.946010,0.954759,0.975126,0.958131,0.952324,0.915861,0.921975,0.910835,0.963498,0.932136,0.931409,0.883973,0.975067,0.948026,0.980412,0.965821,0.923122,0.931984,0.890755,0.925178,0.970199,0.958412,0.932615,0.896692,0.929111,0.990462,0.937282,0.913311,0.893915,0.948817,0.876801,0.911669,0.905787,0.951967,0.960618,0.950476,0.948615,0.981849,0.911520,0.904925,0.912073,0.912522,0.963162,0.951809,0.970217,0.950654,0.864776,0.962469,0.950122,0.936089,0.961906,0.906571,0.924709,0.892839,0.917246,0.919576,0.903818,0.870892,0.942516,0.927651,0.875512,0.936406,0.919780,0.966526,0.898697,0.951601,0.944886,0.965727,0.880045,0.933483
28,cup,0,0.919918,0.899499,0.894201,0.896512,0.904860,0.914901,0.910764,0.903020,0.909397,0.945081,0.981565,0.901351,0.907948,0.890897,0.918123,0.899024,0.950561,0.897827,0.922060,0.893316,0.914427,0.893369,0.946520,0.914423,0.877060,0.940925,0.925786,0.910922,1.000000,0.911687,0.880764,0.890099,0.933925,0.911660,0.885066,0.898718,0.864993,0.906276,0.891269,0.935737,0.972663,0.893729,0.906978,0.891666,0.908762,0.935087,0.912796,0.917388,0.887099,0.904273,0.901695,0.929533,0.914873,0.915764,0.929069,0.912355,0.916887,0.927684,0.884230,0.922611,0.841231,0.958179,0.904523,0.873235,0.888552,0.890356,0.868138,0.915205,0.885742,0.904756,0.920086,0.880574,0.878703,0.886687,0.879788,0.909210,0.876083,0.915722,0.884462,0.899219,0.903318,0.884190,0.910980,0.914433,0.959513,0.890535,0.917272,0.904690,0.888987,0.885140,0.861320,0.867797,0.925796,0.905386,0.936624,0.899964,0.909649,0.894967,0.877275,0.912164
29,dinosaur,0,0.904701,0.944230,0.910407,0.955771,0.962078,0.877496,0.940913,0.945300,0.907590,0.897604,0.932488,0.922792,0.901072,0.889610,0.951500,0.959495,0.914297,0.877115,0.953912,0.932055,0.865149,0.948500,0.919658,0.911503,0.918138,0.905044,0.963475,0.965426,0.911687,1.000000,0.929164,0.951663,0.953432,0.929202,0.952214,0.913167,0.924439,0.890441,0.956104,0.922185,0.931543,0.889028,0.963390,0.950398,0.971974,0.960812,0.923171,0.916042,0.894648,0.910594,0.953961,0.945272,0.913269,0.903630,0.921668,0.964347,0.924622,0.919147,0.888859,0.928484,0.837278,0.909276,0.892169,0.931593,0.948412,0.930972,0.927149,0.954188,0.880714,0.904078,0.904090,0.871377,0.949358,0.935333,0.951925,0.930383,0.867346,0.923015,0.930043,0.937204,0.947772,0.886590,0.915244,0.904689,0.909495,0.910040,0.905432,0.872018,0.944483,0.904879,0.866840,0.906130,0.918088,0.943608,0.893313,0.934905,0.912623,0.952664,0.876022,0.925909
30,dolphin,0,0.874969,0.947178,0.889804,0.931572,0.939095,0.852096,0.908763,0.903908,0.886014,0.868830,0.899227,0.893803,0.904282,0.868559,0.916378,0.915974,0.883599,0.862134,0.917540,0.904330,0.835340,0.916583,0.893970,0.910624,0.876336,0.877261,0.925591,0.946010,0.880764,0.929164,1.000000,0.929103,0.946015,0.904126,0.918863,0.889378,0.886347,0.871871,0.929712,0.901033,0.897914,0.853807,0.928313,0.910655,0.932671,0.927279,0.899629,0.889566,0.866369,0.902683,0.926410,0.914929,0.889376,0.881258,0.904017,0.955077,0.914840,0.887455,0.858385,0.905832,0.852699,0.881864,0.878701,0.909541,0.925097,0.902896,0.902040,0.966910,0.877612,0.895377,0.882176,0.903872,0.935243,0.979346,0.919632,0.903922,0.865501,0.898473,0.902651,0.898663,0.924298,0.857717,0.891503,0.869915,0.884057,0.886184,0.875364,0.848816,0.910538,0.872377,0.851403,0.911058,0.897856,0.954065,0.862941,0.978422,0.895631,0.918379,0.863753,0.892201
31,elephant,0,0.885909,0.913765,0.912163,0.967115,0.958551,0.875457,0.921635,0.918727,0.906252,0.875993,0.905627,0.915309,0.908786,0.891214,0.925863,0.960612,0.898908,0.883279,0.930463,0.954660,0.846250,0.954930,0.901063,0.911862,0.885125,0.895540,0.925266,0.954759,0.890099,0.951663,0.929103,1.000000,0.938594,0.930847,0.934504,0.910286,0.896931,0.898061,0.956894,0.909627,0.908423,0.873202,0.961496,0.952724,0.938927,0.928716,0.918890,0.921107,0.885328,0.916704,0.936795,0.933783,0.925413,0.879298,0.910635,0.957547,0.928655,0.895575,0.889282,0.931282,0.865636,0.881798,0.878772,0.928671,0.934580,0.926346,0.922949,0.943990,0.899128,0.878690,0.896340,0.884706,0.937806,0.926185,0.937127,0.914190,0.869032,0.917749,0.922654,0.905012,0.945736,0.885527,0.902887,0.884351,0.903497,0.895748,0.885247,0.863059,0.938828,0.902063,0.867139,0.877453,0.904385,0.934550,0.878077,0.925370,0.922749,0.942762,0.878143,0.895248
32,flatfish,0,0.927937,0.965063,0.939981,0.955395,0.972248,0.906701,0.948057,0.948385,0.932453,0.923905,0.957147,0.948220,0.934575,0.912650,0.955213,0.942574,0.941814,0.898402,0.962712,0.940952,0.877597,0.951005,0.942142,0.941080,0.921959,0.932792,0.972440,0.975126,0.933925,0.953432,0.946015,0.938594,1.000000,0.947386,0.939037,0.941186,0.929228,0.919931,0.946401,0.949443,0.953980,0.908713,0.956341,0.937880,0.965820,0.975547,0.953961,0.936995,0.913907,0.927149,0.964915,0.965597,0.933524,0.925843,0.941058,0.977591,0.944709,0.940653,0.912541,0.947870,0.874745,0.939519,0.916005,0.942572,0.951452,0.944642,0.931255,0.977768,0.914642,0.917011,0.928903,0.915889,0.951768,0.954005,0.953686,0.953495,0.886274,0.960770,0.929204,0.936518,0.957078,0.907396,0.930731,0.920708,0.938637,0.918832,0.924554,0.896895,0.934329,0.927902,0.884820,0.942044,0.936765,0.973637,0.920655,0.949658,0.939493,0.942100,0.903697,0.937964
33,forest,0,0.903226,0.916333,0.906326,0.944539,0.953981,0.905623,0.934739,0.922056,0.918651,0.898748,0.924024,0.917504,0.947185,0.905145,0.939971,0.924446,0.912725,0.920140,0.947179,0.920887,0.864007,0.931011,0.920001,0.960658,0.876498,0.922477,0.937114,0.958131,0.911660,0.929202,0.904126,0.930847,0.947386,1.000000,0.929456,0.915919,0.872850,0.942432,0.934590,0.935696,0.934487,0.878682,0.949096,0.924334,0.934275,0.950856,0.925307,0.974905,0.884018,0.953648,0.923713,0.957574,0.971482,0.896759,0.939376,0.950075,0.957103,0.909712,0.896575,0.983111,0.901685,0.905940,0.909874,0.916862,0.921878,0.912579,0.911080,0.950816,0.946912,0.898119,0.922284,0.933378,0.926424,0.910818,0.935034,0.911564,0.885173,0.939821,0.926192,0.915313,0.936199,0.938560,0.944429,0.889739,0.920719,0.893254,0.896840,0.875520,0.920393,0.927501,0.887476,0.906527,0.931241,0.928290,0.914618,0.922329,0.980440,0.939491,0.875317,0.902152
34,fox,0,0.896931,0.933932,0.908410,0.967727,0.966873,0.869285,0.935160,0.923798,0.893961,0.876712,0.906886,0.915156,0.890347,0.873019,0.931430,0.943583,0.891651,0.866251,0.930430,0.936175,0.841471,0.939345,0.898841,0.903006,0.891806,0.891015,0.938142,0.952324,0.885066,0.952214,0.918863,0.934504,0.939037,0.929456,1.000000,0.911454,0.938796,0.884920,0.970462,0.901500,0.903088,0.865418,0.970877,0.960583,0.951764,0.939185,0.912552,0.910171,0.878525,0.906467,0.956353,0.929956,0.904562,0.897605,0.916391,0.963121,0.906957,0.901031,0.874971,0.920648,0.839816,0.884070,0.888919,0.945622,0.959542,0.948451,0.955743,0.940408,0.881746,0.882221,0.900101,0.868631,0.953591,0.927648,0.956869,0.919483,0.850721,0.918457,0.921161,0.917733,0.953840,0.882290,0.903282,0.886149,0.891531,0.878875,0.878824,0.859413,0.958038,0.884636,0.857974,0.900539,0.909869,0.938782,0.872969,0.916242,0.909733,0.970166,0.870471,0.886859
35,girl,0,0.899610,0.909009,0.976734,0.922783,0.922240,0.888495,0.913403,0.894397,0.907152,0.884138,0.917936,0.984518,0.900825,0.891178,0.917695,0.923274,0.908383,0.878974,0.914508,0.907407,0.856711,0.934102,0.916855,0.907633,0.871017,0.911468,0.926912,0.915861,0.898718,0.913167,0.889378,0.910286,0.941186,0.915919,0.911454,1.000000,0.907142,0.896661,0.913252,0.925399,0.920361,0.877201,0.920717,0.923231,0.916024,0.936618,0.952989,0.910993,0.892387,0.901704,0.918804,0.916284,0.905868,0.899050,0.925702,0.925158,0.921405,0.904387,0.884853,0.915264,0.827784,0.907379,0.887641,0.895056,0.908244,0.909312,0.894476,0.923888,0.886096,0.884194,0.924130,0.874982,0.905815,0.899375,0.911665,0.908013,0.866840,0.899991,0.882756,0.898573,0.923088,0.894628,0.915829,0.902332,0.905430,0.870381,0.892493,0.878724,0.920128,0.875379,0.852712,0.861421,0.925832,0.914627,0.892622,0.886877,0.902869,0.914353,0.947506,0.881026
36,hamster,0,0.892674,0.933931,0.910156,0.929547,0.942472,0.839928,0.909429,0.912704,0.862879,0.855520,0.895817,0.909145,0.841145,0.838383,0.913000,0.905391,0.878096,0.821949,0.913546,0.901711,0.812962,0.924900,0.881285,0.864779,0.893921,0.865371,0.926559,0.921975,0.864993,0.924439,0.886347,0.896931,0.929228,0.872850,0.938796,0.907142,1.000000,0.839413,0.925541,0.885086,0.887189,0.853567,0.924604,0.922364,0.939717,0.917126,0.888004,0.865551,0.848934,0.846412,0.976414,0.904851,0.857407,0.893008,0.893508,0.939580,0.868596,0.906514,0.835280,0.869554,0.778756,0.870354,0.871995,0.925867,0.950374,0.941686,0.932506,0.909460,0.832251,0.852193,0.886229,0.824811,0.937396,0.895553,0.942295,0.915614,0.810511,0.900384,0.896601,0.905487,0.937569,0.840864,0.874374,0.877201,0.864663,0.853473,0.862190,0.836243,0.909120,0.846298,0.823557,0.869650,0.891346,0.921321,0.852144,0.880033,0.858801,0.926389,0.858961,0.887671
37,house,0,0.879876,0.872596,0.890405,0.903646,0.905384,0.936186,0.892842,0.879868,0.913976,0.890816,0.912379,0.899347,0.953845,0.929514,0.895255,0.896153,0.902399,0.954174,0.905300,0.903931,0.884481,0.887938,0.914946,0.923863,0.848619,0.940743,0.900067,0.910835,0.906276,0.890441,0.871871,0.898061,0.919931,0.942432,0.884920,0.896661,0.839413,1.000000,0.899175,0.925231,0.934069,0.885905,0.907432,0.883800,0.893302,0.914620,0.914377,0.956536,0.884867,0.927630,0.884143,0.916091,0.958951,0.872166,0.907689,0.905935,0.944734,0.881745,0.912480,0.956413,0.886902,0.898347,0.872388,0.874148,0.881282,0.884987,0.863822,0.910411,0.943534,0.881177,0.897284,0.900308,0.874146,0.879678,0.884132,0.890116,0.905843,0.902952,0.878836,0.874674,0.908822,0.922205,0.909410,0.878711,0.930646,0.879205,0.895930,0.883425,0.884586,0.908750,0.893042,0.862451,0.903719,0.902506,0.923384,0.885706,0.948341,0.889968,0.855695,0.860534
38,kangaroo,0,0.896441,0.918435,0.916521,0.965716,0.968122,0.876295,0.929536,0.928351,0.904970,0.883413,0.910242,0.919574,0.906533,0.889220,0.930005,0.962073,0.899729,0.886905,0.937829,0.954169,0.849426,0.945277,0.905891,0.914185,0.900707,0.898758,0.939549,0.963498,0.891269,0.956104,0.929712,0.956894,0.946401,0.934590,0.970462,0.913252,0.925541,0.899175,1.000000,0.908869,0.910777,0.880879,0.973465,0.956379,0.960642,0.937701,0.917747,0.924328,0.886838,0.913958,0.961210,0.935968,0.927165,0.891759,0.918377,0.969141,0.926163,0.903972,0.887640,0.936687,0.869898,0.889525,0.886792,0.960472,0.967155,0.961861,0.954532,0.947563,0.902641,0.887494,0.903006,0.887197,0.948993,0.934211,0.958811,0.930524,0.864685,0.931768,0.925198,0.925595,0.961304,0.885794,0.905259,0.888634,0.901254,0.893198,0.885299,0.864863,0.949015,0.896938,0.870162,0.889252,0.911303,0.948575,0.881497,0.923129,0.926867,0.963356,0.870101,0.896804
39,keyboard,0,0.924351,0.910333,0.920564,0.916936,0.922968,0.916886,0.923753,0.914677,0.931304,0.921079,0.949987,0.931163,0.941068,0.918891,0.925066,0.915827,0.945419,0.912954,0.938456,0.909661,0.895582,0.923418,0.956391,0.947875,0.890319,0.947581,0.933798,0.932136,0.935737,0.922185,0.901033,0.909627,0.949443,0.935696,0.901500,0.925399,0.885086,0.925231,0.908869,1.000000,0.958917,0.907158,0.924862,0.907806,0.925289,0.946378,0.944757,0.935439,0.907751,0.927649,0.918744,0.935391,0.930801,0.917839,0.931702,0.928456,0.936134,0.923189,0.903610,0.938354,0.871778,0.932581,0.899092,0.884697,0.902007,0.904234,0.885630,0.939824,0.923946,0.928945,0.923947,0.911548,0.899939,0.909146,0.900923,0.926434,0.911120,0.921501,0.899492,0.907618,0.925161,0.909936,0.922203,0.921874,0.938881,0.906520,0.953583,0.932684,0.907077,0.914021,0.890669,0.867844,0.931786,0.919919,0.944698,0.911317,0.929729,0.908288,0.890105,0.919855
40,lamp,0,0.925586,0.918087,0.917028,0.917382,0.926037,0.945512,0.929401,0.925115,0.933030,0.940334,0.974526,0.924295,0.933037,0.919108,0.937038,0.920148,0.955321,0.909252,0.940825,0.908662,0.929953,0.915805,0.962125,0.936940,0.900801,0.966053,0.942898,0.931409,0.972663,0.931543,0.897914,0.908423,0.953980,0.934487,0.903088,0.920361,0.887189,0.934069,0.910777,0.958917,1.000000,0.921957,0.923441,0.907176,0.931205,0.952723,0.932687,0.940092,0.910371,0.921873,0.923916,0.947109,0.935989,0.921078,0.941840,0.933629,0.941932,0.935435,0.914009,0.945396,0.859314,0.955899,0.911139,0.894727,0.909728,0.912515,0.886946,0.937515,0.912687,0.922424,0.928822,0.899935,0.900565,0.904334,0.904563,0.936520,0.898457,0.933624,0.899198,0.918607,0.926823,0.912222,0.929062,0.926277,0.973006,0.907337,0.945969,0.930572,0.904017,0.910058,0.887205,0.882486,0.935395,0.928039,0.954732,0.915068,0.928414,0.912070,0.893807,0.922853
41,lawn mower,0,0.882942,0.869007,0.880748,0.881745,0.883273,0.892838,0.884275,0.889936,0.923257,0.895615,0.907550,0.888398,0.879276,0.908126,0.887548,0.885524,0.918096,0.854784,0.899806,0.893045,0.902743,0.872344,0.905573,0.869798,0.864244,0.914902,0.890243,0.883973,0.893729,0.889028,0.853807,0.873202,0.908713,0.878682,0.865418,0.877201,0.853567,0.885905,0.880879,0.907158,0.921957,1.000000,0.877607,0.862852,0.891839,0.898039,0.888325,0.889133,0.933372,0.871169,0.883145,0.888018,0.889226,0.876388,0.881615,0.888324,0.891491,0.882569,0.929721,0.895039,0.822902,0.893392,0.847847,0.865136,0.866377,0.879583,0.849039,0.882823,0.870942,0.875422,0.873113,0.835383,0.863838,0.865062,0.873425,0.907444,0.836376,0.879780,0.861214,0.867212,0.881697,0.860281,0.872391,0.891220,0.897454,0.896745,0.928848,0.892802,0.861259,0.911032,0.873742,0.849546,0.880750,0.885399,0.885024,0.866468,0.876143,0.859839,0.832227,0.865329
42,leopard,0,0.900718,0.935572,0.920411,0.975078,0.978613,0.890700,0.941673,0.929276,0.909319,0.894021,0.924686,0.925466,0.915226,0.894385,0.945694,0.958884,0.911499,0.895013,0.950196,0.946091,0.853922,0.956940,0.916827,0.924333,0.890530,0.912709,0.948501,0.975067,0.906978,0.963390,0.928313,0.961496,0.956341,0.949096,0.970877,0.920717,0.924604,0.907432,0.973465,0.924862,0.923441,0.877607,1.000000,0.982606,0.963436,0.952583,0.927276,0.931917,0.890280,0.924271,0.961349,0.944404,0.930626,0.897407,0.928306,0.974336,0.935287,0.907726,0.889487,0.943793,0.861298,0.904480,0.895702,0.955246,0.963456,0.946240,0.951563,0.961439,0.901563,0.898754,0.918180,0.888835,0.956577,0.941553,0.962399,0.927964,0.869913,0.935745,0.938285,0.923251,0.965914,0.898281,0.921803,0.894586,0.916092,0.908092,0.897990,0.876747,0.976283,0.910509,0.874439,0.907250,0.923207,0.952788,0.895660,0.926280,0.936003,0.981429,0.882473,0.906483
43,lion,0,0.891534,0.927385,0.919157,0.964040,0.958688,0.872267,0.924295,0.905381,0.890899,0.878383,0.908401,0.927689,0.891038,0.880279,0.924544,0.958031,0.898248,0.873590,0.926381,0.937745,0.840095,0.952226,0.903718,0.906170,0.872151,0.897288,0.933270,0.948026,0.891666,0.950398,0.910655,0.952724,0.937880,0.924334,0.960583,0.923231,0.922364,0.883800,0.956379,0.907806,0.907176,0.862852,0.982606,1.000000,0.939281,0.936565,0.922867,0.910552,0.876542,0.905473,0.940653,0.920474,0.907869,0.891521,0.912883,0.953565,0.919976,0.894875,0.878714,0.918820,0.839662,0.892547,0.885338,0.931221,0.939472,0.928556,0.933865,0.938491,0.880143,0.886833,0.909905,0.867072,0.944818,0.918850,0.937024,0.907740,0.853765,0.907338,0.913880,0.902481,0.941804,0.884409,0.913118,0.887255,0.895445,0.884770,0.882609,0.863456,0.977160,0.889664,0.853758,0.885485,0.912161,0.928998,0.878169,0.904555,0.909315,0.973044,0.884756,0.884170
44,lizard,0,0.907328,0.954196,0.921157,0.950322,0.971417,0.885569,0.948163,0.962946,0.914435,0.900110,0.932824,0.923395,0.903291,0.886609,0.958634,0.942122,0.915963,0.875078,0.974032,0.927155,0.857839,0.947546,0.917216,0.921521,0.932707,0.908720,0.968018,0.980412,0.908762,0.971974,0.932671,0.938927,0.965820,0.934275,0.951764,0.916024,0.939717,0.893302,0.960642,0.925289,0.931205,0.891839,0.963436,0.939281,1.000000,0.963727,0.918174,0.917443,0.898412,0.907732,0.976277,0.953823,0.914999,0.906354,0.930405,0.977197,0.927627,0.920380,0.889377,0.931198,0.852147,0.908435,0.900938,0.951176,0.961776,0.953199,0.938907,0.963928,0.893592,0.896701,0.911265,0.886934,0.946873,0.945666,0.970375,0.956514,0.858554,0.953512,0.958049,0.957570,0.962186,0.883669,0.916683,0.907420,0.912293,0.908806,0.904093,0.873427,0.938040,0.902945,0.866943,0.920803,0.921047,0.965989,0.893888,0.933735,0.920214,0.949229,0.878103,0.944018
45,lobster,0,0.930544,0.957730,0.932213,0.944657,0.962956,0.906386,0.960897,0.957431,0.921834,0.925058,0.957045,0.941387,0.926115,0.902908,0.961216,0.939641,0.941162,0.895628,0.963874,0.928792,0.876265,0.947515,0.941031,0.931725,0.928910,0.930437,0.990856,0.965821,0.935087,0.960812,0.927279,0.928716,0.975547,0.950856,0.939185,0.936618,0.917126,0.914620,0.937701,0.946378,0.952723,0.898039,0.952583,0.936565,0.963727,1.000000,0.943786,0.933547,0.907127,0.921373,0.952949,0.963085,0.926624,0.932559,0.949572,0.964496,0.945033,0.943906,0.896109,0.942541,0.850782,0.938020,0.919755,0.919191,0.943551,0.927514,0.921227,0.968291,0.901700,0.922173,0.932317,0.899701,0.941696,0.934171,0.952991,0.940765,0.883121,0.948399,0.937037,0.946784,0.943534,0.922811,0.940677,0.941016,0.934785,0.907544,0.919844,0.894138,0.945196,0.921779,0.870828,0.921852,0.941760,0.956126,0.916182,0.937337,0.932856,0.947080,0.912184,0.930449
46,man,0,0.902482,0.909889,0.950328,0.929224,0.925373,0.892636,0.916196,0.900159,0.925460,0.898861,0.926369,0.971640,0.930032,0.906134,0.918062,0.931249,0.922635,0.902149,0.918372,0.920542,0.872207,0.943598,0.934938,0.922537,0.877778,0.923459,0.930745,0.923122,0.912796,0.923171,0.899629,0.918890,0.953961,0.925307,0.912552,0.952989,0.888004,0.914377,0.917747,0.944757,0.932687,0.888325,0.927276,0.922867,0.918174,0.943786,1.000000,0.922431,0.913209,0.923530,0.912663,0.923849,0.920566,0.899661,0.917914,0.929515,0.933779,0.904855,0.902677,0.929375,0.853926,0.909514,0.879867,0.890110,0.911349,0.901764,0.893070,0.934077,0.904169,0.909361,0.913779,0.892080,0.905751,0.912685,0.912324,0.908558,0.908814,0.904690,0.885177,0.899964,0.933064,0.902156,0.915312,0.905470,0.923389,0.893617,0.903674,0.889679,0.926930,0.895941,0.875414,0.862961,0.923871,0.921513,0.905834,0.899019,0.914953,0.916699,0.921128,0.888037
47,maple tree,0,0.918286,0.901065,0.903126,0.926258,0.931547,0.907139,0.927527,0.910098,0.923021,0.901855,0.926223,0.912630,0.948538,0.918724,0.928895,0.916946,0.913129,0.935230,0.937296,0.919201,0.876108,0.914157,0.926075,0.953710,0.874138,0.927511,0.920604,0.931984,0.917388,0.916042,0.889566,0.921107,0.936995,0.974905,0.910171,0.910993,0.865551,0.956536,0.924328,0.935439,0.940092,0.889133,0.931917,0.910552,0.917443,0.933547,0.922431,1.000000,0.886954,0.940895,0.909212,0.948819,0.993868,0.908821,0.940310,0.928272,0.963825,0.919304,0.904953,0.989313,0.899540,0.906380,0.914351,0.904575,0.905037,0.904872,0.888346,0.928142,0.950657,0.895497,0.928394,0.918678,0.903280,0.896860,0.907904,0.900589,0.903747,0.928636,0.907233,0.900860,0.928917,0.931072,0.946408,0.898268,0.924602,0.885263,0.900132,0.889405,0.902250,0.916232,0.891306,0.880742,0.936020,0.916925,0.921418,0.905841,0.985996,0.914328,0.863480,0.887498
48,motorcycle,0,0.871343,0.878377,0.899737,0.886887,0.885160,0.886479,0.886272,0.884368,0.961141,0.884517,0.904121,0.905211,0.891217,0.919667,0.886517,0.895747,0.908839,0.861192,0.892269,0.893116,0.883313,0.895149,0.904826,0.876094,0.852555,0.911482,0.899323,0.890755,0.887099,0.894648,0.866369,0.885328,0.913907,0.884018,0.878525,0.892387,0.848934,0.884867,0.886838,0.907751,0.910371,0.933372,0.890280,0.876542,0.898412,0.907127,0.913209,0.886954,1.000000,0.885217,0.878102,0.890786,0.888313,0.870767,0.882480,0.892110,0.900776,0.871235,0.938524,0.895660,0.835011,0.890620,0.841037,0.865938,0.872193,0.873948,0.854287,0.893308,0.885256,0.880958,0.873485,0.849250,0.859551,0.878005,0.878300,0.896454,0.853577,0.877905,0.864726,0.869759,0.892934,0.871805,0.872327,0.877245,0.901046,0.903501,0.898561,0.885708,0.885666,0.889112,0.883982,0.846770,0.883754,0.899419,0.882669,0.869778,0.877381,0.872323,0.854571,0.855391
49,mountain,0,0.884168,0.888456,0.897151,0.924832,0.918887,0.891249,0.906184,0.892146,0.909109,0.886756,0.913981,0.904801,0.942702,0.902121,0.913647,0.922064,0.903140,0.923371,0.918259,0.907328,0.855444,0.908426,0.914697,0.960150,0.857356,0.910307,0.906828,0.925178,0.904273,0.910594,0.902683,0.916704,0.927149,0.953648,0.906467,0.901704,0.846412,0.927630,0.913958,0.927649,0.921873,0.871169,0.924271,0.905473,0.907732,0.921373,0.923530,0.940895,0.885217,1.000000,0.892455,0.926387,0.942071,0.883974,0.920618,0.922363,0.945875,0.892479,0.884343,0.960261,0.929162,0.894975,0.889423,0.886026,0.898179,0.884007,0.879211,0.932313,0.942215,0.905845,0.907372,0.945348,0.897176,0.911643,0.894454,0.882407,0.910207,0.904265,0.891486,0.890060,0.912501,0.896311,0.921434,0.884961,0.912630,0.887838,0.886340,0.867615,0.900789,0.905127,0.891444,0.863077,0.918481,0.916404,0.898425,0.920553,0.941443,0.903163,0.867970,0.877640
50,mouse,0,0.912748,0.952489,0.922011,0.957531,0.978738,0.876578,0.945440,0.955046,0.899085,0.890099,0.928028,0.922077,0.889686,0.873216,0.950406,0.932889,0.909888,0.866923,0.956179,0.932418,0.847552,0.948514,0.912829,0.908812,0.932218,0.898625,0.959504,0.970199,0.901695,0.953961,0.926410,0.936795,0.964915,0.923713,0.956353,0.918804,0.976414,0.884143,0.961210,0.918744,0.923916,0.883145,0.961349,0.940653,0.976277,0.952949,0.912663,0.909212,0.878102,0.892455,1.000000,0.949604,0.905644,0.907859,0.927435,0.976651,0.910191,0.927913,0.869881,0.918709,0.832671,0.903737,0.904263,0.959580,0.980844,0.961125,0.956282,0.956732,0.878088,0.888087,0.910927,0.872270,0.956106,0.936570,0.976861,0.947746,0.847389,0.950682,0.942362,0.944994,0.964649,0.881109,0.911253,0.900014,0.904936,0.896457,0.899815,0.864764,0.933250,0.893886,0.859495,0.911639,0.919794,0.957891,0.887223,0.925636,0.911748,0.955366,0.877243,0.932948
