class_id,class_name,intro_session,0:apple,1:aquarium fish,2:baby,3:bear,4:beaver,5:bed,6:bee,7:beetle,8:bicycle,9:bottle,10:bowl,11:boy,12:bridge,13:bus,14:butterfly,15:camel,16:can,17:castle,18:caterpillar,19:cattle,20:chair,21:chimpanzee,22:clock,23:cloud,24:cockroach,25:couch,26:crab,27:crocodile,28:cup,29:dinosaur,30:dolphin,31:elephant,32:flatfish,33:forest,34:fox,35:girl,36:hamster,37:house,38:kangaroo,39:keyboard,40:lamp,41:lawn mower,42:leopard,43:lion,44:lizard,45:lobster,46:man,47:maple tree,48:motorcycle,49:mountain,50:mouse,51:mushroom,52:oak tree,53:orange,54:orchid,55:otter,56:palm tree,57:pear,58:pickup truck,59:pine tree,60:plain,61:plate,62:poppy,63:porcupine,64:possum,65:rabbit,66:raccoon,67:ray,68:road,69:rocket,70:rose,71:sea,72:seal,73:shark,74:shrew,75:skunk,76:skyscraper,77:snail,78:snake,79:spider,80:squirrel,81:streetcar,82:sunflower,83:sweet pepper,84:table,85:tank,86:telephone,87:television,88:tiger,89:tractor,90:train,91:trout,92:tulip,93:turtle,94:wardrobe,95:whale,96:willow tree,97:wolf,98:woman,99:worm
10,bowl,0,0.290628,0.179620,0.259579,0.166157,0.196295,0.149854,0.201078,0.214673,0.216365,0.325065,1.000000,0.297394,0.142671,0.150596,0.249381,0.113473,0.356025,0.206117,0.186532,0.131511,0.254116,0.083489,0.334088,0.235498,0.134314,0.271129,0.266245,0.189547,0.645663,0.232011,0.085110,0.090261,0.273529,0.210538,0.088366,0.278249,0.188512,0.238262,0.112968,0.165235,0.429682,0.149784,0.102959,0.141025,0.200587,0.289037,0.277615,0.236997,0.220953,0.162157,0.199606,0.210271,0.215751,0.308455,0.139739,0.269336,0.137609,0.318421,0.195345,0.256460,0.173979,0.712612,0.162634,0.215650,0.100960,0.196122,0.084458,0.221961,0.161309,0.140724,0.281203,0.195697,0.126027,0.076201,0.165561,0.247860,0.145141,0.220418,0.148107,0.241311,0.117940,0.079829,0.174368,0.212538,0.342448,0.172596,0.197705,0.240210,0.111144,0.131463,0.105149,0.211487,0.204977,0.184930,0.168621,0.203954,0.176014,0.103293,0.229421,0.293348
11,boy,0,0.167226,0.124927,0.735032,0.199061,0.195816,0.224516,0.143069,0.165180,0.304284,0.205094,0.297394,1.000000,0.211116,0.239916,0.215274,0.124137,0.225345,0.283142,0.169323,0.186796,0.211345,0.148677,0.188453,0.288776,0.099601,0.304399,0.151627,0.225305,0.146957,0.224752,0.098805,0.147328,0.285891,0.369291,0.069347,0.958614,0.154108,0.367312,0.185655,0.139357,0.272204,0.198610,0.135430,0.111889,0.218691,0.198918,0.707461,0.335886,0.219706,0.220394,0.154772,0.134407,0.334612,0.158820,0.074883,0.263103,0.234216,0.168895,0.241758,0.382757,0.259346,0.262975,0.070137,0.184391,0.111632,0.268447,0.125762,0.175523,0.254856,0.111802,0.202049,0.219056,0.078890,0.096235,0.132845,0.284824,0.225137,0.142267,0.099469,0.178528,0.157162,0.155022,0.072606,0.144357,0.305543,0.142808,0.113645,0.245167,0.122681,0.181884,0.098144,0.209689,0.115385,0.157137,0.242224,0.147943,0.299180,0.091827,0.538166,0.144371
12,bridge,0,0.075644,0.053332,0.134552,0.144073,0.188747,0.164146,0.093174,0.131488,0.185096,0.131776,0.142671,0.211116,1.000000,0.229168,0.138198,0.085365,0.116298,0.398079,0.173398,0.131442,0.101472,0.060679,0.111588,0.316720,0.092834,0.159592,0.132002,0.200474,0.081495,0.157092,0.058607,0.126253,0.161936,0.340254,0.066177,0.206422,0.072083,0.341415,0.101587,0.128191,0.184703,0.149884,0.100257,0.079366,0.175145,0.189019,0.234953,0.263981,0.141270,0.253580,0.108509,0.097870,0.277621,0.071909,0.030801,0.261009,0.213198,0.041123,0.181962,0.313990,0.289240,0.153841,0.033775,0.107115,0.068140,0.126376,0.075486,0.115308,0.378886,0.215146,0.110072,0.349062,0.138258,0.060779,0.095062,0.195574,0.339124,0.110222,0.104528,0.124039,0.127962,0.197933,0.075485,0.067387,0.215731,0.166512,0.107534,0.174762,0.053348,0.225666,0.212708,0.145324,0.073308,0.129301,0.127371,0.156261,0.395638,0.077247,0.102968,0.142048
13,bus,0,0.122359,0.127743,0.148624,0.146923,0.098280,0.146975,0.152326,0.164437,0.286031,0.162988,0.150596,0.239916,0.229168,1.000000,0.188439,0.113925,0.192751,0.316575,0.144357,0.195211,0.148094,0.064888,0.179374,0.202957,0.095211,0.202125,0.102834,0.148934,0.133724,0.201114,0.075072,0.162116,0.131374,0.216739,0.098564,0.239677,0.079900,0.330557,0.148321,0.123308,0.196586,0.206953,0.100712,0.094165,0.212969,0.153937,0.267638,0.284071,0.318337,0.205629,0.079469,0.102113,0.269079,0.100179,0.082057,0.166435,0.204222,0.117578,0.440335,0.270009,0.217308,0.163153,0.099483,0.098687,0.069478,0.131605,0.084697,0.072881,0.292124,0.138013,0.137756,0.183065,0.102802,0.062529,0.081566,0.209426,0.239585,0.086398,0.134232,0.143257,0.091919,0.576085,0.150157,0.100991,0.155752,0.246975,0.201785,0.200214,0.068499,0.306793,0.388917,0.129371,0.074903,0.112489,0.146394,0.152459,0.196751,0.094120,0.138453,0.117541
14,butterfly,0,0.139541,0.244910,0.162734,0.201026,0.249901,0.089363,0.447293,0.394645,0.238212,0.163061,0.249381,0.215274,0.138198,0.188439,1.000000,0.123503,0.155436,0.206552,0.436835,0.128303,0.104582,0.104753,0.183570,0.186152,0.217008,0.124985,0.249889,0.189591,0.119434,0.195207,0.117326,0.086951,0.243605,0.221386,0.145465,0.210617,0.137415,0.187534,0.145236,0.101963,0.198654,0.089554,0.192177,0.155665,0.248394,0.309246,0.188608,0.180190,0.163008,0.186507,0.213882,0.240630,0.162201,0.147783,0.229092,0.267819,0.163069,0.169593,0.128367,0.229470,0.176453,0.218918,0.167726,0.226045,0.132581,0.225262,0.151929,0.260117,0.163002,0.134512,0.272794,0.136253,0.139881,0.095546,0.235774,0.305583,0.181076,0.298588,0.230358,0.319555,0.172082,0.125035,0.229721,0.116450,0.132300,0.143046,0.132980,0.145506,0.158687,0.132058,0.105261,0.195440,0.198661,0.216543,0.054437,0.213221,0.141529,0.121373,0.149370,0.269650
15,camel,0,0.039914,0.045861,0.075444,0.213779,0.241734,0.106700,0.156109,0.126296,0.103406,0.082107,0.113473,0.124137,0.085365,0.113925,0.123503,1.000000,0.067727,0.129254,0.107723,0.173311,0.092119,0.168827,0.097522,0.095781,0.091477,0.091447,0.118348,0.196598,0.047682,0.352562,0.137509,0.242321,0.121994,0.111566,0.093477,0.128838,0.107558,0.133697,0.241338,0.004705,0.097946,0.080049,0.162211,0.236679,0.150853,0.154922,0.121603,0.124482,0.143461,0.135254,0.138346,0.111889,0.134016,0.039728,0.033885,0.273244,0.133365,0.148061,0.138007,0.175536,0.189394,0.093039,0.026563,0.161372,0.135685,0.123767,0.153707,0.129438,0.089341,0.074138,0.087233,0.099953,0.190052,0.086679,0.097887,0.150873,0.078456,0.098170,0.067170,0.105220,0.160830,0.062869,0.097405,0.106808,0.113550,0.134509,0.077377,0.011418,0.075827,0.135270,0.095912,0.128170,0.061046,0.146285,0.073959,0.133472,0.097497,0.110695,0.098725,0.081309
16,can,0,0.239204,0.129329,0.169015,0.129380,0.105033,0.106914,0.139904,0.146047,0.150812,0.503186,0.356025,0.225345,0.116298,0.192751,0.155436,0.067727,1.000000,0.171887,0.108049,0.102997,0.130714,0.063426,0.216077,0.159758,0.137288,0.132701,0.108631,0.082416,0.267966,0.101668,0.097128,0.043004,0.148565,0.157844,0.106859,0.209213,0.152669,0.148461,0.123461,0.138952,0.273440,0.138627,0.102167,0.127990,0.097244,0.146036,0.235253,0.127380,0.195155,0.100779,0.129077,0.111714,0.122350,0.193787,0.070198,0.145083,0.107610,0.204516,0.185091,0.159782,0.110535,0.305521,0.071672,0.123333,0.048055,0.140477,0.135229,0.132660,0.090476,0.194228,0.168297,0.125764,0.090060,0.074284,0.087389,0.175031,0.158702,0.156314,0.119888,0.145584,0.113858,0.154910,0.139859,0.147232,0.184447,0.116642,0.164870,0.182999,0.107293,0.110190,0.139246,0.164312,0.120001,0.145109,0.147027,0.155841,0.095289,0.116285,0.167530,0.124525
17,castle,0,0.136725,0.074195,0.216135,0.186523,0.155118,0.164435,0.164702,0.146008,0.234164,0.149330,0.206117,0.283142,0.398079,0.316575,0.206552,0.129254,0.171887,1.000000,0.153490,0.175418,0.092687,0.165022,0.178045,0.338078,0.109923,0.199952,0.136630,0.236431,0.134954,0.183260,0.070310,0.155924,0.157123,0.355763,0.129612,0.284200,0.124177,0.474240,0.204344,0.133043,0.201957,0.163725,0.140461,0.124106,0.230267,0.183343,0.294927,0.383101,0.167379,0.306982,0.165711,0.142647,0.421240,0.139658,0.098120,0.233539,0.288927,0.126220,0.224834,0.404676,0.314026,0.193844,0.067686,0.122592,0.151784,0.176583,0.101222,0.102971,0.349579,0.182497,0.196540,0.257674,0.151412,0.042945,0.129028,0.233415,0.309450,0.158982,0.153618,0.167593,0.193976,0.264853,0.095501,0.106940,0.186282,0.180350,0.120802,0.202427,0.086355,0.235180,0.208639,0.167299,0.153298,0.147254,0.164562,0.139760,0.391059,0.150711,0.170838,0.111337
18,caterpillar,0,0.130699,0.183984,0.114751,0.197283,0.210077,0.070256,0.355806,0.388619,0.118568,0.136030,0.186532,0.169323,0.173398,0.144357,0.436835,0.107723,0.108049,0.153490,1.000000,0.065664,0.081530,0.136959,0.143689,0.177836,0.217586,0.086668,0.201306,0.245942,0.064536,0.214133,0.110651,0.113239,0.197922,0.220961,0.087363,0.156911,0.159873,0.144156,0.099803,0.071909,0.152779,0.077541,0.188253,0.182089,0.314813,0.283134,0.168635,0.154932,0.108092,0.138527,0.230016,0.197412,0.148208,0.106460,0.143690,0.268415,0.130061,0.174924,0.106042,0.215577,0.170639,0.171447,0.137786,0.209231,0.185515,0.185405,0.109013,0.206890,0.157501,0.131825,0.157211,0.137432,0.167529,0.096401,0.222853,0.276858,0.150419,0.323371,0.302600,0.306543,0.197874,0.111761,0.173360,0.178921,0.118411,0.181218,0.102588,0.086504,0.171231,0.135743,0.116259,0.193263,0.171471,0.194042,0.061316,0.158030,0.148366,0.069813,0.106882,0.387022
19,cattle,0,0.138336,0.146639,0.132520,0.286491,0.215417,0.080800,0.095264,0.129122,0.139528,0.056744,0.131511,0.186796,0.131442,0.195211,0.128303,0.173311,0.102997,0.175418,0.065664,1.000000,0.121897,0.188104,0.104680,0.154066,0.156867,0.150332,0.126569,0.183344,0.105371,0.218577,0.076458,0.216411,0.177411,0.197727,0.145907,0.168243,0.155765,0.177190,0.221541,0.097325,0.120166,0.095692,0.166916,0.296976,0.158319,0.111713,0.201760,0.211842,0.117869,0.176863,0.133109,0.155023,0.209092,0.096859,0.057873,0.185100,0.084384,0.101648,0.165840,0.184295,0.235212,0.095309,0.088029,0.129646,0.120518,0.183896,0.163435,0.105367,0.155761,0.100556,0.131491,0.118004,0.098415,0.069407,0.107471,0.197831,0.085575,0.099019,0.109232,0.121652,0.120049,0.115046,0.071832,0.107132,0.095703,0.132841,0.073993,0.085251,0.132206,0.161949,0.097878,0.167067,0.110717,0.168216,0.062060,0.142081,0.179756,0.138780,0.152035,0.117791
20,chair,0,0.167088,0.043859,0.189071,0.127427,0.124834,0.267630,0.120197,0.132158,0.211329,0.246113,0.254116,0.211345,0.101472,0.148094,0.104582,0.092119,0.130714,0.092687,0.081530,0.121897,1.000000,0.073089,0.231169,0.116447,0.138087,0.464882,0.162066,0.064903,0.216014,0.140489,0.077026,0.085813,0.081397,0.126680,0.102184,0.203505,0.091732,0.187066,0.081230,0.129565,0.314428,0.160890,0.053031,0.113233,0.066372,0.123702,0.195248,0.190878,0.215332,0.056045,0.092144,0.089744,0.157915,0.149889,0.093810,0.145780,0.147934,0.189243,0.215673,0.189360,0.090996,0.199627,0.042474,0.086711,0.013475,0.058582,0.082622,0.077521,0.040975,0.107487,0.151563,0.105377,0.079340,0.059742,0.079033,0.113505,0.126963,0.034580,0.105569,0.140562,0.060412,0.051325,0.096446,0.121949,0.333398,0.097302,0.230433,0.281564,0.071091,0.093492,0.025543,0.115345,0.095326,0.071506,0.295180,0.127806,0.095242,0.085159,0.183435,0.127709
21,chimpanzee,0,0.112030,0.061061,0.136624,0.417729,0.268280,0.069529,0.139872,0.170942,0.035041,0.083391,0.083489,0.148677,0.060679,0.064888,0.104753,0.168827,0.063426,0.165022,0.136959,0.188104,0.073089,1.000000,0.072604,0.086069,0.154038,0.033094,0.106014,0.232320,0.008948,0.241178,0.112704,0.266427,0.083301,0.164788,0.083709,0.140792,0.233067,0.129153,0.167176,0.066496,0.054233,0.100854,0.180436,0.229622,0.181647,0.138244,0.174142,0.103144,0.070157,0.083738,0.226863,0.158052,0.108154,0.071484,0.032382,0.268317,0.089663,0.068619,0.119761,0.126014,0.119003,0.070569,0.068238,0.188069,0.276632,0.177632,0.183879,0.105028,0.104520,0.095374,0.102083,0.027024,0.155309,0.105397,0.214411,0.235668,0.083059,0.176026,0.134578,0.059315,0.208416,0.045738,0.047124,0.076074,0.072911,0.121668,0.079706,0.070948,0.157624,0.126278,0.070412,0.123223,0.054241,0.179165,0.029458,0.158784,0.107511,0.117284,0.164569,0.062265
22,clock,0,0.205954,0.124827,0.175539,0.153319,0.104711,0.115449,0.121068,0.122206,0.227687,0.227172,0.334088,0.188453,0.111588,0.179374,0.183570,0.097522,0.216077,0.178045,0.143689,0.104680,0.231169,0.072604,1.000000,0.147986,0.072791,0.190690,0.205600,0.091222,0.249599,0.149992,0.063173,0.079986,0.180533,0.100379,0.094568,0.182911,0.124228,0.159077,0.087760,0.152643,0.385147,0.133274,0.097075,0.181734,0.141585,0.154246,0.206533,0.135360,0.215398,0.120021,0.099609,0.124795,0.106690,0.171921,0.137818,0.161902,0.131087,0.188122,0.195477,0.136023,0.115387,0.390778,0.065719,0.052877,0.053249,0.094480,0.060329,0.134994,0.113035,0.142412,0.235922,0.121745,0.105524,0.080308,0.056128,0.180006,0.143301,0.133289,0.139218,0.171821,0.105934,0.121995,0.198770,0.147713,0.208626,0.119983,0.267772,0.331472,0.114258,0.135811,0.124058,0.201433,0.197622,0.106321,0.194704,0.131323,0.057675,0.144336,0.172361,0.206682
23,cloud,0,0.107337,0.107425,0.208406,0.135195,0.155257,0.112008,0.166644,0.155473,0.184748,0.156862,0.235498,0.288776,0.316720,0.202957,0.186152,0.095781,0.159758,0.338078,0.177836,0.154066,0.116447,0.086069,0.147986,1.000000,0.073246,0.188314,0.144370,0.210603,0.168838,0.166111,0.139637,0.123108,0.201526,0.449081,0.040685,0.287190,0.073126,0.389835,0.134921,0.138407,0.294869,0.095131,0.096924,0.094815,0.169095,0.190686,0.330487,0.415105,0.155129,0.577645,0.127572,0.125907,0.468164,0.107814,0.052952,0.239731,0.367081,0.114945,0.160966,0.538106,0.587195,0.231021,0.093333,0.118652,0.072746,0.155761,0.092349,0.248243,0.423952,0.370348,0.163870,0.641770,0.140020,0.169960,0.134324,0.214241,0.397368,0.156857,0.102687,0.214221,0.131965,0.151697,0.123985,0.052038,0.184554,0.158038,0.059189,0.222621,0.065395,0.191322,0.181585,0.155175,0.070502,0.132821,0.104205,0.261297,0.414907,0.103440,0.276170,0.258987
24,cockroach,0,0.114867,0.166382,0.054479,0.161890,0.195528,0.060831,0.323918,0.634806,0.137607,0.107792,0.134314,0.099601,0.092834,0.095211,0.217008,0.091477,0.137288,0.109923,0.217586,0.156867,0.138087,0.154038,0.072791,0.073246,1.000000,0.033693,0.269084,0.130771,0.106233,0.137804,0.129843,0.057940,0.216040,0.100927,0.066723,0.075008,0.208886,0.112174,0.102421,0.100619,0.110834,0.121598,0.085561,0.147309,0.208726,0.315671,0.085005,0.096995,0.139202,0.039292,0.278362,0.149508,0.104459,0.041955,0.101901,0.174321,0.120513,0.113407,0.098789,0.116784,0.088792,0.075102,0.079440,0.103409,0.147476,0.153093,0.125278,0.121915,0.123512,0.116629,0.111760,0.065617,0.100027,0.074851,0.181388,0.199565,0.089836,0.225211,0.157722,0.430641,0.115851,0.092589,0.092667,0.010832,0.066179,0.116910,0.101323,0.092481,0.088267,0.108209,0.047871,0.184880,0.116387,0.178082,0.089138,0.164183,0.064032,0.078051,0.062740,0.248086
25,couch,0,0.166670,0.069831,0.295852,0.153571,0.122301,0.369741,0.054607,0.058173,0.191593,0.183938,0.271129,0.304399,0.159592,0.202125,0.124985,0.091447,0.132701,0.199952,0.086668,0.150332,0.464882,0.033094,0.190690,0.188314,0.033693,1.000000,0.087479,0.129132,0.171873,0.134280,0.044805,0.082956,0.128495,0.222615,0.094439,0.294027,0.084590,0.299106,0.112710,0.119337,0.363475,0.124397,0.105993,0.121368,0.118320,0.136602,0.307599,0.227459,0.214693,0.135401,0.116755,0.062139,0.221304,0.101191,0.053674,0.143673,0.173451,0.149171,0.206286,0.244790,0.240950,0.246726,0.048564,0.095779,0.090237,0.140732,0.113741,0.106216,0.188390,0.084933,0.163911,0.207883,0.047706,0.095119,0.094635,0.168446,0.137372,0.060084,0.091023,0.077234,0.118232,0.128055,0.080395,0.104460,0.359826,0.137601,0.168656,0.284081,0.113021,0.125184,0.086232,0.115750,0.072883,0.080815,0.324517,0.106492,0.166199,0.110079,0.227218,0.112410
26,crab,0,0.167091,0.226922,0.153227,0.159165,0.237582,0.093739,0.252175,0.357430,0.206961,0.139091,0.266245,0.151627,0.132002,0.102834,0.249889,0.118348,0.108631,0.136630,0.201306,0.126569,0.162066,0.106014,0.205600,0.144370,0.269084,0.087479,1.000000,0.275339,0.177580,0.259593,0.119004,0.102163,0.329292,0.173131,0.126484,0.137639,0.180744,0.158125,0.152636,0.036162,0.167295,0.134687,0.187151,0.171445,0.298760,0.712960,0.158407,0.106623,0.247211,0.132831,0.248486,0.264298,0.080745,0.151621,0.167839,0.293156,0.160365,0.176087,0.171889,0.143833,0.130721,0.182617,0.128920,0.167146,0.157127,0.195200,0.114651,0.237467,0.112207,0.118356,0.198256,0.123182,0.158028,0.128814,0.237018,0.167525,0.127121,0.296759,0.216179,0.462453,0.176309,0.097826,0.124589,0.174517,0.134250,0.179496,0.138679,0.137061,0.197656,0.162692,0.081374,0.230925,0.162378,0.331861,0.094313,0.160439,0.103166,0.161561,0.106489,0.275816
27,crocodile,0,0.088932,0.149145,0.168653,0.286999,0.439420,0.118982,0.188196,0.245033,0.139037,0.107506,0.189547,0.225305,0.200474,0.148934,0.189591,0.196598,0.082416,0.236431,0.245942,0.183344,0.064903,0.232320,0.091222,0.210603,0.130771,0.129132,0.275339,1.000000,0.101556,0.531131,0.267469,0.237642,0.315534,0.310492,0.212537,0.208306,0.190448,0.213332,0.271739,0.058485,0.125614,0.120601,0.312990,0.229234,0.554333,0.307959,0.236957,0.192776,0.107848,0.208851,0.296011,0.171356,0.204264,0.053145,0.057227,0.588310,0.173017,0.137114,0.136180,0.262648,0.222150,0.153051,0.071558,0.283471,0.244027,0.201968,0.237627,0.341380,0.170432,0.138360,0.118859,0.178669,0.342525,0.287163,0.367212,0.268687,0.133875,0.261488,0.226813,0.183500,0.294897,0.120539,0.077125,0.095111,0.131660,0.269665,0.090910,0.093481,0.193713,0.174982,0.096340,0.301948,0.078862,0.351276,0.052258,0.294238,0.273093,0.283376,0.162137,0.221664
28,cup,0,0.206529,0.107844,0.121539,0.070872,0.074448,0.089473,0.105724,0.095487,0.129400,0.286260,0.645663,0.146957,0.081495,0.133724,0.119434,0.047682,0.267966,0.134954,0.064536,0.105371,0.216014,0.008948,0.249599,0.168838,0.106233,0.171873,0.177580,0.101556,1.000000,0.123421,0.101824,0.041653,0.136683,0.094550,0.072970,0.141714,0.055996,0.134922,0.053916,0.134590,0.473877,0.102733,0.057167,0.090594,0.126547,0.181511,0.186946,0.154815,0.131961,0.091382,0.085798,0.157838,0.117632,0.199167,0.109595,0.147960,0.078607,0.199816,0.178953,0.154483,0.078779,0.405348,0.105764,0.116748,0.023811,0.067958,0.040491,0.106070,0.098071,0.114214,0.217979,0.127369,0.085193,0.081654,0.081739,0.111465,0.073673,0.081538,0.074436,0.175723,0.026380,0.059412,0.122501,0.136161,0.311794,0.080507,0.182328,0.178323,0.095303,0.066197,0.084091,0.157395,0.199571,0.091982,0.143830,0.191265,0.077998,0.078140,0.162586,0.156929
29,dinosaur,0,0.111388,0.143931,0.171884,0.293184,0.345576,0.106485,0.192654,0.195750,0.201904,0.146816,0.232011,0.224752,0.157092,0.201114,0.195207,0.352562,0.101668,0.183260,0.214133,0.218577,0.140489,0.241178,0.149992,0.166111,0.137804,0.134280,0.259593,0.531131,0.123421,1.000000,0.181023,0.344393,0.234958,0.236675,0.209767,0.203599,0.229125,0.203110,0.348182,0.063225,0.171507,0.098217,0.270819,0.217124,0.463125,0.267592,0.221653,0.157463,0.184769,0.151952,0.309539,0.164125,0.152261,0.101928,0.118970,0.445836,0.186081,0.178210,0.136269,0.226875,0.195065,0.206223,0.030554,0.293219,0.294199,0.203153,0.248560,0.229735,0.118620,0.145977,0.154403,0.147701,0.164197,0.161923,0.268054,0.272085,0.164187,0.154172,0.136627,0.204005,0.259643,0.168293,0.150470,0.126391,0.160553,0.205642,0.136680,0.137078,0.216564,0.182085,0.121064,0.229247,0.109667,0.284627,0.096760,0.266563,0.166570,0.208520,0.202831,0.211682
30,dolphin,0,0.070906,0.176920,0.065925,0.171625,0.176331,0.043413,0.119446,0.132392,0.026069,0.073684,0.085110,0.098805,0.058607,0.075072,0.117326,0.137509,0.097128,0.070310,0.110651,0.076458,0.077026,0.112704,0.063173,0.139637,0.129843,0.044805,0.119004,0.267469,0.101824,0.181023,1.000000,0.100111,0.243661,0.082145,0.090879,0.083623,0.084809,0.060614,0.116106,0.033356,0.051519,0.045009,0.075888,0.060138,0.200184,0.127263,0.102196,0.085800,0.043207,0.157049,0.135647,0.095248,0.081703,0.021198,0.042020,0.328469,0.078447,0.114092,0.101866,0.112528,0.088035,0.056470,0.055582,0.148189,0.112511,0.102832,0.140061,0.405115,0.050806,0.119858,0.096675,0.217468,0.209725,0.540972,0.156459,0.176631,0.079601,0.078682,0.124544,0.090484,0.126938,0.044618,0.063146,0.060279,0.057011,0.103678,0.068255,0.078747,0.031866,0.082104,0.012286,0.363660,0.067860,0.274679,0.046898,0.692800,0.107976,0.100258,0.118103,0.165733
31,elephant,0,0.092153,0.080213,0.113335,0.330059,0.233877,0.122433,0.094591,0.080295,0.111933,0.074295,0.090261,0.147328,0.126253,0.162116,0.086951,0.242321,0.043004,0.155924,0.113239,0.216411,0.085813,0.266427,0.079986,0.123108,0.057940,0.082956,0.102163,0.237642,0.041653,0.344393,0.100111,1.000000,0.139058,0.200597,0.086325,0.135483,0.137898,0.199661,0.168777,0.084209,0.115483,0.067860,0.178810,0.226006,0.151911,0.114218,0.139915,0.202947,0.094550,0.132076,0.141571,0.124409,0.206599,0.033808,0.072038,0.252701,0.183175,0.067306,0.145272,0.211273,0.202537,0.076795,0.009368,0.181289,0.132407,0.162048,0.151879,0.088547,0.121019,0.060317,0.095825,0.121758,0.172879,0.056874,0.133327,0.180777,0.119216,0.121770,0.105869,0.048805,0.138915,0.141544,0.074094,0.063470,0.106710,0.125899,0.140942,0.047165,0.109913,0.170030,0.141399,0.143097,0.052269,0.179940,0.060182,0.179259,0.189148,0.108071,0.089491,0.129332
32,flatfish,0,0.096065,0.327867,0.216341,0.224371,0.319260,0.127514,0.140739,0.253694,0.133298,0.140004,0.273529,0.285891,0.161936,0.131374,0.243605,0.121994,0.148565,0.157123,0.197922,0.177411,0.081397,0.083301,0.180533,0.201526,0.216040,0.128495,0.329292,0.315534,0.136683,0.234958,0.243661,0.139058,1.000000,0.237158,0.092006,0.257708,0.192693,0.201475,0.165102,0.092811,0.183179,0.080288,0.179712,0.147651,0.255593,0.306478,0.308733,0.175800,0.102694,0.197611,0.278446,0.206930,0.178355,0.105739,0.105499,0.347332,0.153194,0.227417,0.136580,0.237229,0.206868,0.249258,0.112284,0.274778,0.155899,0.244119,0.133678,0.538166,0.183461,0.149902,0.160407,0.255019,0.260627,0.233282,0.269976,0.231177,0.151230,0.274515,0.152673,0.219239,0.227109,0.132483,0.107256,0.053423,0.186393,0.181504,0.102655,0.138535,0.106757,0.125549,0.124392,0.394278,0.076178,0.367277,0.099913,0.330134,0.191423,0.094273,0.160850,0.281366
33,forest,0,0.117309,0.115958,0.259283,0.275670,0.298878,0.129844,0.117741,0.203995,0.228507,0.109569,0.210538,0.369291,0.340254,0.216739,0.221386,0.111566,0.157844,0.355763,0.220961,0.197727,0.126680,0.164788,0.100379,0.449081,0.100927,0.222615,0.173131,0.310492,0.094550,0.236675,0.082145,0.200597,0.237158,1.000000,0.120693,0.359694,0.109746,0.475242,0.221547,0.073501,0.233771,0.159373,0.214730,0.124655,0.240275,0.219529,0.336524,0.578406,0.180203,0.425325,0.183377,0.279399,0.564485,0.100688,0.067470,0.316729,0.405649,0.135152,0.196563,0.699333,0.454224,0.191576,0.050984,0.265700,0.137903,0.195438,0.197128,0.188500,0.471777,0.134600,0.162473,0.347721,0.172274,0.073354,0.291916,0.266846,0.259666,0.221061,0.198660,0.194301,0.246970,0.226656,0.116358,0.071533,0.214219,0.161640,0.086976,0.166934,0.106639,0.256038,0.179805,0.209107,0.093839,0.174124,0.166553,0.173832,0.616625,0.214595,0.197344,0.212356
34,fox,0,0.069878,0.146870,0.043294,0.311182,0.257930,0.069967,0.139255,0.085029,0.127066,0.086390,0.088366,0.069347,0.066177,0.098564,0.145465,0.093477,0.106859,0.129612,0.087363,0.145907,0.102184,0.083709,0.094568,0.040685,0.066723,0.094439,0.126484,0.212537,0.072970,0.209767,0.090879,0.086325,0.092006,0.120693,1.000000,0.072830,0.226602,0.089657,0.358290,0.020645,0.073874,0.035848,0.309856,0.254766,0.182515,0.145468,0.044042,0.074841,0.081763,0.099649,0.194868,0.157663,0.071436,0.123228,0.046570,0.263699,0.080996,0.112770,0.081581,0.101807,0.086596,0.090919,0.067678,0.238518,0.252148,0.185926,0.394258,0.081244,0.080162,0.117718,0.112176,0.053677,0.189946,0.071949,0.240999,0.169832,0.092582,0.103162,0.066787,0.117067,0.265892,0.065899,0.119067,0.099416,0.072155,0.040762,0.019096,0.045000,0.265027,0.077048,0.105151,0.135815,0.096310,0.116696,0.038721,0.136221,0.072124,0.364682,0.059480,0.020272
35,girl,0,0.159319,0.106690,0.701858,0.192510,0.192164,0.224304,0.147960,0.137393,0.293300,0.188137,0.278249,0.958614,0.206422,0.239677,0.210617,0.128838,0.209213,0.284200,0.156911,0.168243,0.203505,0.140792,0.182911,0.287190,0.075008,0.294027,0.137639,0.208306,0.141714,0.203599,0.083623,0.135483,0.257708,0.359694,0.072830,1.000000,0.152428,0.359175,0.174097,0.138322,0.261084,0.163057,0.136129,0.117746,0.206230,0.186142,0.686021,0.328378,0.208267,0.223326,0.145795,0.119222,0.327679,0.148858,0.079808,0.243662,0.241133,0.166358,0.232240,0.375053,0.245369,0.259176,0.073039,0.173824,0.105260,0.259363,0.113972,0.149195,0.249887,0.105596,0.219736,0.216018,0.068361,0.075557,0.131116,0.265337,0.223534,0.130068,0.084826,0.165617,0.144275,0.165393,0.089021,0.143800,0.309387,0.140598,0.114572,0.226944,0.116514,0.176314,0.090621,0.189961,0.125110,0.132962,0.241312,0.132748,0.301473,0.094705,0.615060,0.116624
